observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-23T10:31:52.908051Z,2025-04-23T10:31:52.222329Z,2025-04-23T10:31:52.940029Z,31.977999999999998 ms,31.977999999999998 ms,31.977999999999998 ms,31.977999999999998 ms,717.7 ms,717.7 ms,717.7 ms,717.7 ms,1
2025-04-23T10:31:58.437450Z,2025-04-23T10:31:57.944765Z,2025-04-23T10:31:58.467062Z,29.612 ms,30.794999999999998 ms,29.612 ms,31.977999999999998 ms,522.297 ms,619.9985 ms,522.297 ms,717.7 ms,2
2025-04-23T10:32:03.945663Z,2025-04-23T10:32:03.472022Z,2025-04-23T10:32:03.969617Z,23.954 ms,28.514666666666663 ms,23.954 ms,31.977999999999998 ms,497.595 ms,579.1973333333333 ms,497.595 ms,717.7 ms,3
2025-04-23T10:32:09.482791Z,2025-04-23T10:32:08.974310Z,2025-04-23T10:32:09.506639Z,23.848000000000003 ms,27.348 ms,23.848000000000003 ms,31.977999999999998 ms,532.3290000000001 ms,567.4802500000001 ms,497.595 ms,717.7 ms,4
2025-04-23T10:32:14.990394Z,2025-04-23T10:32:14.510408Z,2025-04-23T10:32:15.012807Z,22.413 ms,26.360999999999997 ms,22.413 ms,31.977999999999998 ms,502.39900000000006 ms,554.464 ms,497.595 ms,717.7 ms,5
2025-04-23T10:32:20.494962Z,2025-04-23T10:32:20.018341Z,2025-04-23T10:32:20.522380Z,27.418000000000003 ms,26.537166666666664 ms,22.413 ms,31.977999999999998 ms,504.039 ms,546.0598333333334 ms,497.595 ms,717.7 ms,6
2025-04-23T10:32:26.054704Z,2025-04-23T10:32:25.526313Z,2025-04-23T10:32:26.080897Z,26.193 ms,26.487999999999992 ms,22.413 ms,31.977999999999998 ms,554.584 ms,547.2775714285715 ms,497.595 ms,717.7 ms,7
2025-04-23T10:32:31.570662Z,2025-04-23T10:32:31.086288Z,2025-04-23T10:32:31.591781Z,21.119 ms,25.816874999999996 ms,21.119 ms,31.977999999999998 ms,505.493 ms,542.0545000000001 ms,497.595 ms,717.7 ms,8
2025-04-23T10:32:37.077949Z,2025-04-23T10:32:36.594305Z,2025-04-23T10:32:37.099157Z,21.208000000000002 ms,25.304777777777772 ms,21.119 ms,31.977999999999998 ms,504.852 ms,537.9208888888888 ms,497.595 ms,717.7 ms,9
2025-04-23T10:32:42.606273Z,2025-04-23T10:32:42.102282Z,2025-04-23T10:32:42.626402Z,20.129 ms,24.7872 ms,20.129 ms,31.977999999999998 ms,524.12 ms,536.5408 ms,497.595 ms,717.7 ms,10
2025-04-23T10:32:48.158985Z,2025-04-23T10:32:47.631515Z,2025-04-23T10:32:48.178746Z,19.761 ms,24.330272727272728 ms,19.761 ms,31.977999999999998 ms,547.231 ms,537.5126363636365 ms,497.595 ms,717.7 ms,11
2025-04-23T10:32:53.652555Z,2025-04-23T10:32:53.182288Z,2025-04-23T10:32:53.674891Z,22.336000000000002 ms,24.164083333333338 ms,19.761 ms,31.977999999999998 ms,492.603 ms,533.7701666666667 ms,492.603 ms,717.7 ms,12
2025-04-23T10:32:59.183772Z,2025-04-23T10:32:58.678286Z,2025-04-23T10:32:59.202970Z,19.198 ms,23.782076923076925 ms,19.198 ms,31.977999999999998 ms,524.6840000000001 ms,533.0712307692309 ms,492.603 ms,717.7 ms,13
2025-04-23T10:33:04.705095Z,2025-04-23T10:33:04.206331Z,2025-04-23T10:33:04.725184Z,20.089 ms,23.518285714285717 ms,19.198 ms,31.977999999999998 ms,518.8530000000001 ms,532.0556428571429 ms,492.603 ms,717.7 ms,14
2025-04-23T10:33:10.201935Z,2025-04-23T10:33:09.730293Z,2025-04-23T10:33:10.222332Z,20.397 ms,23.310200000000002 ms,19.198 ms,31.977999999999998 ms,492.039 ms,529.3878666666667 ms,492.039 ms,717.7 ms,15
2025-04-23T10:33:15.720960Z,2025-04-23T10:33:15.228085Z,2025-04-23T10:33:15.740823Z,19.863 ms,23.094750000000005 ms,19.198 ms,31.977999999999998 ms,512.738 ms,528.34725 ms,492.039 ms,717.7 ms,16
2025-04-23T10:33:21.252901Z,2025-04-23T10:33:20.746327Z,2025-04-23T10:33:21.277943Z,25.041999999999998 ms,23.209294117647065 ms,19.198 ms,31.977999999999998 ms,531.616 ms,528.5395294117648 ms,492.039 ms,717.7 ms,17
2025-04-23T10:33:26.758671Z,2025-04-23T10:33:26.282295Z,2025-04-23T10:33:26.778035Z,19.364 ms,22.995666666666672 ms,19.198 ms,31.977999999999998 ms,495.74 ms,526.7173333333334 ms,492.039 ms,717.7 ms,18
2025-04-23T10:33:32.439038Z,2025-04-23T10:33:31.782296Z,2025-04-23T10:33:32.463254Z,24.216 ms,23.05989473684211 ms,19.198 ms,31.977999999999998 ms,680.958 ms,534.8352631578948 ms,492.039 ms,717.7 ms,19
2025-04-23T10:33:37.972128Z,2025-04-23T10:33:37.466300Z,2025-04-23T10:33:37.992038Z,19.91 ms,22.902400000000004 ms,19.198 ms,31.977999999999998 ms,525.738 ms,534.3804000000001 ms,492.039 ms,717.7 ms,20
2025-04-23T10:33:43.474260Z,2025-04-23T10:33:42.994298Z,2025-04-23T10:33:43.495229Z,20.969 ms,22.81033333333334 ms,19.198 ms,31.977999999999998 ms,500.93100000000004 ms,532.7875714285715 ms,492.039 ms,717.7 ms,21
2025-04-23T10:33:48.975066Z,2025-04-23T10:33:48.498302Z,2025-04-23T10:33:48.995035Z,19.969 ms,22.681181818181823 ms,19.198 ms,31.977999999999998 ms,496.733 ms,531.1487272727273 ms,492.039 ms,717.7 ms,22
2025-04-23T10:33:54.510806Z,2025-04-23T10:33:53.998289Z,2025-04-23T10:33:54.530120Z,19.314 ms,22.534782608695657 ms,19.198 ms,31.977999999999998 ms,531.831 ms,531.1783913043479 ms,492.039 ms,717.7 ms,23
2025-04-23T10:34:00.053036Z,2025-04-23T10:33:59.534304Z,2025-04-23T10:34:00.072408Z,19.372 ms,22.403000000000006 ms,19.198 ms,31.977999999999998 ms,538.104 ms,531.4669583333334 ms,492.039 ms,717.7 ms,24
2025-04-23T10:34:05.552513Z,2025-04-23T10:34:05.074287Z,2025-04-23T10:34:05.570936Z,18.423 ms,22.243800000000004 ms,18.423 ms,31.977999999999998 ms,496.649 ms,530.07424 ms,492.039 ms,717.7 ms,25
2025-04-23T10:34:11.051214Z,2025-04-23T10:34:10.574283Z,2025-04-23T10:34:11.070226Z,19.012 ms,22.119500000000006 ms,18.423 ms,31.977999999999998 ms,495.94300000000004 ms,528.7615000000001 ms,492.039 ms,717.7 ms,26
2025-04-23T10:34:16.581994Z,2025-04-23T10:34:16.075391Z,2025-04-23T10:34:16.600385Z,18.391000000000002 ms,21.981407407407414 ms,18.391000000000002 ms,31.977999999999998 ms,524.9939999999999 ms,528.621962962963 ms,492.039 ms,717.7 ms,27
2025-04-23T10:34:22.073988Z,2025-04-23T10:34:21.602297Z,2025-04-23T10:34:22.092641Z,18.653 ms,21.862535714285723 ms,18.391000000000002 ms,31.977999999999998 ms,490.344 ms,527.2548928571429 ms,490.344 ms,717.7 ms,28
2025-04-23T10:34:27.560564Z,2025-04-23T10:34:27.098302Z,2025-04-23T10:34:27.580196Z,19.632 ms,21.78562068965518 ms,18.391000000000002 ms,31.977999999999998 ms,481.894 ms,525.6907241379312 ms,481.894 ms,717.7 ms,29
2025-04-23T10:34:33.252750Z,2025-04-23T10:34:32.586852Z,2025-04-23T10:34:33.273184Z,20.434 ms,21.740566666666673 ms,18.391000000000002 ms,31.977999999999998 ms,686.3320000000001 ms,531.0454333333334 ms,481.894 ms,717.7 ms,30
2025-04-23T10:34:38.762436Z,2025-04-23T10:34:38.278840Z,2025-04-23T10:34:38.782021Z,19.585 ms,21.67103225806452 ms,18.391000000000002 ms,31.977999999999998 ms,503.181 ms,530.1465806451614 ms,481.894 ms,717.7 ms,31
2025-04-23T10:34:44.257824Z,2025-04-23T10:34:43.786299Z,2025-04-23T10:34:44.278093Z,20.269 ms,21.627218750000004 ms,18.391000000000002 ms,31.977999999999998 ms,491.794 ms,528.9480625 ms,481.894 ms,717.7 ms,32
2025-04-23T10:34:49.785727Z,2025-04-23T10:34:49.282270Z,2025-04-23T10:34:49.804767Z,19.040000000000003 ms,21.548818181818184 ms,18.391000000000002 ms,31.977999999999998 ms,522.497 ms,528.7525757575759 ms,481.894 ms,717.7 ms,33
2025-04-23T10:34:55.312845Z,2025-04-23T10:34:54.810289Z,2025-04-23T10:34:55.331838Z,18.993 ms,21.47364705882353 ms,18.391000000000002 ms,31.977999999999998 ms,521.5490000000001 ms,528.540705882353 ms,481.894 ms,717.7 ms,34
