observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-20T08:55:44.524447Z,2025-04-20T08:55:43.914962Z,2025-04-20T08:55:44.554333Z,29.886 ms,29.886 ms,29.886 ms,29.886 ms,639.371 ms,639.371 ms,639.371 ms,639.371 ms,1
2025-04-20T08:55:50.155218Z,2025-04-20T08:55:49.558302Z,2025-04-20T08:55:50.188513Z,33.295 ms,31.590500000000002 ms,29.886 ms,33.295 ms,630.211 ms,634.7909999999999 ms,630.211 ms,639.371 ms,2
2025-04-20T08:55:55.735668Z,2025-04-20T08:55:55.194308Z,2025-04-20T08:55:55.757092Z,21.424 ms,28.201666666666668 ms,21.424 ms,33.295 ms,562.784 ms,610.7886666666667 ms,562.784 ms,639.371 ms,3
2025-04-20T08:56:01.237607Z,2025-04-20T08:56:00.762296Z,2025-04-20T08:56:01.258648Z,21.041 ms,26.4115 ms,21.041 ms,33.295 ms,496.35200000000003 ms,582.1795 ms,496.35200000000003 ms,639.371 ms,4
2025-04-20T08:56:06.784708Z,2025-04-20T08:56:06.262017Z,2025-04-20T08:56:06.805571Z,20.863 ms,25.301800000000004 ms,20.863 ms,33.295 ms,543.554 ms,574.4544 ms,496.35200000000003 ms,639.371 ms,5
2025-04-20T08:56:12.321612Z,2025-04-20T08:56:11.810289Z,2025-04-20T08:56:12.341707Z,20.095 ms,24.434 ms,20.095 ms,33.295 ms,531.4179999999999 ms,567.2816666666665 ms,496.35200000000003 ms,639.371 ms,6
2025-04-20T08:56:17.850173Z,2025-04-20T08:56:17.346299Z,2025-04-20T08:56:17.870151Z,19.977999999999998 ms,23.797428571428572 ms,19.977999999999998 ms,33.295 ms,523.852 ms,561.0774285714285 ms,496.35200000000003 ms,639.371 ms,7
2025-04-20T08:56:23.357868Z,2025-04-20T08:56:22.874303Z,2025-04-20T08:56:23.378018Z,20.150000000000002 ms,23.3415 ms,19.977999999999998 ms,33.295 ms,503.71500000000003 ms,553.907125 ms,496.35200000000003 ms,639.371 ms,8
2025-04-20T08:56:28.893098Z,2025-04-20T08:56:28.382315Z,2025-04-20T08:56:28.913301Z,20.203 ms,22.99277777777778 ms,19.977999999999998 ms,33.295 ms,530.986 ms,551.3603333333332 ms,496.35200000000003 ms,639.371 ms,9
2025-04-20T08:56:34.396554Z,2025-04-20T08:56:33.918287Z,2025-04-20T08:56:34.417004Z,20.45 ms,22.738500000000002 ms,19.977999999999998 ms,33.295 ms,498.71700000000004 ms,546.0959999999999 ms,496.35200000000003 ms,639.371 ms,10
2025-04-20T08:56:39.919906Z,2025-04-20T08:56:39.422300Z,2025-04-20T08:56:39.938986Z,19.08 ms,22.40590909090909 ms,19.08 ms,33.295 ms,516.6859999999999 ms,543.4223636363636 ms,496.35200000000003 ms,639.371 ms,11
