observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-21T16:11:24.841505Z,2025-04-21T16:11:24.938000Z,96.495 ms,96.495 ms,96.495 ms,96.495 ms,1
2025-04-21T16:11:29.814366Z,2025-04-21T16:11:29.823000Z,8.633999999999999 ms,52.5645 ms,8.633999999999999 ms,96.495 ms,2
2025-04-21T16:11:34.818293Z,2025-04-21T16:11:34.827000Z,8.706999999999999 ms,37.94533333333333 ms,8.633999999999999 ms,96.495 ms,3
2025-04-21T16:11:39.823726Z,2025-04-21T16:11:39.832000Z,8.274000000000001 ms,30.5275 ms,8.274000000000001 ms,96.495 ms,4
2025-04-21T16:11:44.818706Z,2025-04-21T16:11:44.827000Z,8.293999999999999 ms,26.080799999999996 ms,8.274000000000001 ms,96.495 ms,5
2025-04-21T16:11:49.812756Z,2025-04-21T16:11:49.820000Z,7.244 ms,22.941333333333333 ms,7.244 ms,96.495 ms,6
2025-04-21T16:11:54.816671Z,2025-04-21T16:11:54.823000Z,6.329000000000001 ms,20.568142857142856 ms,6.329000000000001 ms,96.495 ms,7
2025-04-21T16:11:59.814929Z,2025-04-21T16:11:59.823000Z,8.071 ms,19.006 ms,6.329000000000001 ms,96.495 ms,8
2025-04-21T16:12:04.813482Z,2025-04-21T16:12:04.821000Z,7.518000000000001 ms,17.729555555555553 ms,6.329000000000001 ms,96.495 ms,9
2025-04-21T16:12:09.830062Z,2025-04-21T16:12:09.838000Z,7.938000000000001 ms,16.7504 ms,6.329000000000001 ms,96.495 ms,10
2025-04-21T16:12:14.816397Z,2025-04-21T16:12:14.824000Z,7.603000000000001 ms,15.91881818181818 ms,6.329000000000001 ms,96.495 ms,11
2025-04-21T16:12:19.815000Z,2025-04-21T16:12:19.822000Z,7.0 ms,15.175583333333332 ms,6.329000000000001 ms,96.495 ms,12
2025-04-21T16:12:24.817324Z,2025-04-21T16:12:24.825000Z,7.675999999999999 ms,14.598692307692305 ms,6.329000000000001 ms,96.495 ms,13
2025-04-21T16:12:29.818575Z,2025-04-21T16:12:29.826000Z,7.425 ms,14.086285714285713 ms,6.329000000000001 ms,96.495 ms,14
2025-04-21T16:12:34.820778Z,2025-04-21T16:12:34.828000Z,7.222 ms,13.628666666666666 ms,6.329000000000001 ms,96.495 ms,15
2025-04-21T16:12:39.818733Z,2025-04-21T16:12:39.826000Z,7.267 ms,13.231062499999998 ms,6.329000000000001 ms,96.495 ms,16
2025-04-21T16:12:44.815854Z,2025-04-21T16:12:44.824000Z,8.146 ms,12.931941176470586 ms,6.329000000000001 ms,96.495 ms,17
2025-04-21T16:12:49.822303Z,2025-04-21T16:12:49.829000Z,6.697 ms,12.585555555555553 ms,6.329000000000001 ms,96.495 ms,18
2025-04-21T16:12:54.819083Z,2025-04-21T16:12:54.826000Z,6.917000000000001 ms,12.287210526315787 ms,6.329000000000001 ms,96.495 ms,19
2025-04-21T16:12:59.816932Z,2025-04-21T16:12:59.824000Z,7.068 ms,12.02625 ms,6.329000000000001 ms,96.495 ms,20
2025-04-21T16:13:04.815122Z,2025-04-21T16:13:04.822000Z,6.878 ms,11.781095238095237 ms,6.329000000000001 ms,96.495 ms,21
2025-04-21T16:13:09.812878Z,2025-04-21T16:13:09.820000Z,7.122 ms,11.56931818181818 ms,6.329000000000001 ms,96.495 ms,22
2025-04-21T16:13:14.813428Z,2025-04-21T16:13:14.836000Z,22.572 ms,12.047695652173909 ms,6.329000000000001 ms,96.495 ms,23
2025-04-21T16:13:19.823326Z,2025-04-21T16:13:19.830000Z,6.674 ms,11.823791666666665 ms,6.329000000000001 ms,96.495 ms,24
2025-04-21T16:13:24.822139Z,2025-04-21T16:13:24.829000Z,6.861 ms,11.625279999999998 ms,6.329000000000001 ms,96.495 ms,25
2025-04-21T16:13:29.816336Z,2025-04-21T16:13:29.823000Z,6.664 ms,11.434461538461536 ms,6.329000000000001 ms,96.495 ms,26
2025-04-21T16:13:34.812664Z,2025-04-21T16:13:34.820000Z,7.335999999999999 ms,11.282666666666664 ms,6.329000000000001 ms,96.495 ms,27
2025-04-21T16:13:39.813863Z,2025-04-21T16:13:39.821000Z,7.1370000000000005 ms,11.134607142857142 ms,6.329000000000001 ms,96.495 ms,28
2025-04-21T16:13:44.814038Z,2025-04-21T16:13:44.820000Z,5.962000000000001 ms,10.956241379310343 ms,5.962000000000001 ms,96.495 ms,29
2025-04-21T16:13:49.813378Z,2025-04-21T16:13:49.820000Z,6.622 ms,10.811766666666667 ms,5.962000000000001 ms,96.495 ms,30
2025-04-21T16:13:54.821543Z,2025-04-21T16:13:54.828000Z,6.457 ms,10.671290322580644 ms,5.962000000000001 ms,96.495 ms,31
2025-04-21T16:13:59.823963Z,2025-04-21T16:13:59.830000Z,6.037 ms,10.52646875 ms,5.962000000000001 ms,96.495 ms,32
2025-04-21T16:14:04.822609Z,2025-04-21T16:14:04.829000Z,6.391 ms,10.401151515151515 ms,5.962000000000001 ms,96.495 ms,33
2025-04-21T16:14:09.814394Z,2025-04-21T16:14:09.821000Z,6.606 ms,10.289529411764706 ms,5.962000000000001 ms,96.495 ms,34
2025-04-21T16:14:14.812649Z,2025-04-21T16:14:14.819000Z,6.351 ms,10.177 ms,5.962000000000001 ms,96.495 ms,35
2025-04-21T16:14:19.820724Z,2025-04-21T16:14:19.839000Z,18.276 ms,10.401972222222222 ms,5.962000000000001 ms,96.495 ms,36
2025-04-21T16:14:24.814138Z,2025-04-21T16:14:24.821000Z,6.862 ms,10.306297297297297 ms,5.962000000000001 ms,96.495 ms,37
2025-04-21T16:14:29.822945Z,2025-04-21T16:14:29.829000Z,6.055 ms,10.194421052631577 ms,5.962000000000001 ms,96.495 ms,38
