observed_at,notified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-21T16:11:24.841505Z,2025-04-21T16:11:24.955810Z,114.305 ms,114.305 ms,114.305 ms,114.305 ms,1
2025-04-21T16:11:29.814366Z,2025-04-21T16:11:29.834579Z,20.212999999999997 ms,67.259 ms,20.212999999999997 ms,114.305 ms,2
2025-04-21T16:11:34.818293Z,2025-04-21T16:11:34.837780Z,19.487000000000002 ms,51.335 ms,19.487000000000002 ms,114.305 ms,3
2025-04-21T16:11:39.823726Z,2025-04-21T16:11:39.843378Z,19.652 ms,43.41425 ms,19.487000000000002 ms,114.305 ms,4
2025-04-21T16:11:44.818706Z,2025-04-21T16:11:44.838486Z,19.779999999999998 ms,38.6874 ms,19.487000000000002 ms,114.305 ms,5
2025-04-21T16:11:49.812756Z,2025-04-21T16:11:49.829109Z,16.352999999999998 ms,34.965 ms,16.352999999999998 ms,114.305 ms,6
2025-04-21T16:11:54.816671Z,2025-04-21T16:11:54.833570Z,16.899 ms,32.384142857142855 ms,16.352999999999998 ms,114.305 ms,7
2025-04-21T16:11:59.814929Z,2025-04-21T16:11:59.832498Z,17.569000000000003 ms,30.53225 ms,16.352999999999998 ms,114.305 ms,8
2025-04-21T16:12:04.813482Z,2025-04-21T16:12:04.829653Z,16.171000000000003 ms,28.936555555555557 ms,16.171000000000003 ms,114.305 ms,9
2025-04-21T16:12:09.830062Z,2025-04-21T16:12:09.848399Z,18.337 ms,27.8766 ms,16.171000000000003 ms,114.305 ms,10
2025-04-21T16:12:14.816397Z,2025-04-21T16:12:14.832924Z,16.527 ms,26.844818181818184 ms,16.171000000000003 ms,114.305 ms,11
2025-04-21T16:12:19.815000Z,2025-04-21T16:12:19.831774Z,16.774 ms,26.005583333333334 ms,16.171000000000003 ms,114.305 ms,12
2025-04-21T16:12:24.817324Z,2025-04-21T16:12:24.840486Z,23.162 ms,25.786846153846156 ms,16.171000000000003 ms,114.305 ms,13
2025-04-21T16:12:29.818575Z,2025-04-21T16:12:29.835614Z,17.038999999999998 ms,25.162 ms,16.171000000000003 ms,114.305 ms,14
2025-04-21T16:12:34.820778Z,2025-04-21T16:12:34.838478Z,17.7 ms,24.664533333333335 ms,16.171000000000003 ms,114.305 ms,15
2025-04-21T16:12:39.818733Z,2025-04-21T16:12:39.835531Z,16.798000000000002 ms,24.172875 ms,16.171000000000003 ms,114.305 ms,16
2025-04-21T16:12:44.815854Z,2025-04-21T16:12:44.833670Z,17.816 ms,23.79894117647059 ms,16.171000000000003 ms,114.305 ms,17
2025-04-21T16:12:49.822303Z,2025-04-21T16:12:49.840198Z,17.895 ms,23.470944444444445 ms,16.171000000000003 ms,114.305 ms,18
2025-04-21T16:12:54.819083Z,2025-04-21T16:12:54.835266Z,16.183 ms,23.08736842105263 ms,16.171000000000003 ms,114.305 ms,19
2025-04-21T16:12:59.816932Z,2025-04-21T16:12:59.835582Z,18.65 ms,22.8655 ms,16.171000000000003 ms,114.305 ms,20
2025-04-21T16:13:04.815122Z,2025-04-21T16:13:04.831229Z,16.107 ms,22.543666666666667 ms,16.107 ms,114.305 ms,21
2025-04-21T16:13:09.812878Z,2025-04-21T16:13:09.829374Z,16.496 ms,22.268772727272726 ms,16.107 ms,114.305 ms,22
2025-04-21T16:13:14.813428Z,2025-04-21T16:13:14.844882Z,31.454000000000004 ms,22.66813043478261 ms,16.107 ms,114.305 ms,23
2025-04-21T16:13:19.823326Z,2025-04-21T16:13:19.839021Z,15.695 ms,22.377583333333337 ms,15.695 ms,114.305 ms,24
2025-04-21T16:13:24.822139Z,2025-04-21T16:13:24.837868Z,15.729 ms,22.11164 ms,15.695 ms,114.305 ms,25
2025-04-21T16:13:29.816336Z,2025-04-21T16:13:29.831868Z,15.532 ms,21.858576923076924 ms,15.532 ms,114.305 ms,26
2025-04-21T16:13:34.812664Z,2025-04-21T16:13:34.828464Z,15.8 ms,21.63418518518519 ms,15.532 ms,114.305 ms,27
2025-04-21T16:13:39.813863Z,2025-04-21T16:13:39.829122Z,15.259 ms,21.4065 ms,15.259 ms,114.305 ms,28
2025-04-21T16:13:44.814038Z,2025-04-21T16:13:44.829462Z,15.424 ms,21.200206896551727 ms,15.259 ms,114.305 ms,29
2025-04-21T16:13:49.813378Z,2025-04-21T16:13:49.828416Z,15.037999999999998 ms,20.9948 ms,15.037999999999998 ms,114.305 ms,30
2025-04-21T16:13:54.821543Z,2025-04-21T16:13:54.837183Z,15.64 ms,20.822064516129032 ms,15.037999999999998 ms,114.305 ms,31
2025-04-21T16:13:59.823963Z,2025-04-21T16:13:59.838958Z,14.995 ms,20.63996875 ms,14.995 ms,114.305 ms,32
2025-04-21T16:14:04.822609Z,2025-04-21T16:14:04.837827Z,15.218 ms,20.475666666666665 ms,14.995 ms,114.305 ms,33
2025-04-21T16:14:09.814394Z,2025-04-21T16:14:09.829808Z,15.414000000000001 ms,20.32679411764706 ms,14.995 ms,114.305 ms,34
2025-04-21T16:14:14.812649Z,2025-04-21T16:14:14.827786Z,15.136999999999999 ms,20.178514285714282 ms,14.995 ms,114.305 ms,35
2025-04-21T16:14:19.820724Z,2025-04-21T16:14:19.848636Z,27.912 ms,20.393333333333334 ms,14.995 ms,114.305 ms,36
2025-04-21T16:14:24.814138Z,2025-04-21T16:14:24.830195Z,16.057 ms,20.276135135135135 ms,14.995 ms,114.305 ms,37
2025-04-21T16:14:29.822945Z,2025-04-21T16:14:29.853312Z,30.367 ms,20.541684210526316 ms,14.995 ms,114.305 ms,38
2025-04-21T16:14:34.820248Z,2025-04-21T16:14:34.835180Z,14.932 ms,20.397846153846157 ms,14.932 ms,114.305 ms,39
2025-04-21T16:14:39.813522Z,2025-04-21T16:14:39.828809Z,15.287 ms,20.270075000000006 ms,14.932 ms,114.305 ms,40
2025-04-21T16:14:44.812559Z,2025-04-21T16:14:44.827492Z,14.933 ms,20.139902439024393 ms,14.932 ms,114.305 ms,41
2025-04-21T16:14:49.823670Z,2025-04-21T16:14:49.839989Z,16.319 ms,20.048928571428576 ms,14.932 ms,114.305 ms,42
2025-04-21T16:14:54.819316Z,2025-04-21T16:14:54.833901Z,14.585 ms,19.921860465116282 ms,14.585 ms,114.305 ms,43
2025-04-21T16:14:59.822893Z,2025-04-21T16:14:59.838560Z,15.667 ms,19.825159090909093 ms,14.585 ms,114.305 ms,44
2025-04-21T16:15:04.813804Z,2025-04-21T16:15:04.828062Z,14.258 ms,19.701444444444444 ms,14.258 ms,114.305 ms,45
2025-04-21T16:15:09.816884Z,2025-04-21T16:15:09.833913Z,17.029 ms,19.64334782608696 ms,14.258 ms,114.305 ms,46
2025-04-21T16:15:14.822420Z,2025-04-21T16:15:14.842678Z,20.258000000000003 ms,19.65642553191489 ms,14.258 ms,114.305 ms,47
2025-04-21T16:15:19.813561Z,2025-04-21T16:15:19.828940Z,15.379 ms,19.5673125 ms,14.258 ms,114.305 ms,48
2025-04-21T16:15:24.822599Z,2025-04-21T16:15:24.838283Z,15.684 ms,19.488061224489797 ms,14.258 ms,114.305 ms,49
2025-04-21T16:15:29.813207Z,2025-04-21T16:15:29.828375Z,15.168 ms,19.40166 ms,14.258 ms,114.305 ms,50
2025-04-21T16:15:34.813181Z,2025-04-21T16:15:34.827618Z,14.437 ms,19.304313725490196 ms,14.258 ms,114.305 ms,51
2025-04-21T16:15:39.817531Z,2025-04-21T16:15:39.832396Z,14.865 ms,19.21894230769231 ms,14.258 ms,114.305 ms,52
2025-04-21T16:15:44.816704Z,2025-04-21T16:15:44.831538Z,14.834 ms,19.13620754716981 ms,14.258 ms,114.305 ms,53
2025-04-21T16:15:49.817017Z,2025-04-21T16:15:49.831015Z,13.998 ms,19.041055555555555 ms,13.998 ms,114.305 ms,54
2025-04-21T16:15:54.816064Z,2025-04-21T16:15:54.830108Z,14.043999999999999 ms,18.950199999999995 ms,13.998 ms,114.305 ms,55
2025-04-21T16:15:59.822872Z,2025-04-21T16:15:59.838661Z,15.789000000000001 ms,18.893749999999997 ms,13.998 ms,114.305 ms,56
2025-04-21T16:16:04.819417Z,2025-04-21T16:16:04.833865Z,14.448 ms,18.815754385964908 ms,13.998 ms,114.305 ms,57
