observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-20T15:59:36.749664Z,2025-04-20T15:59:36.788872Z,39.208 ms,39.208 ms,39.208 ms,39.208 ms,1
2025-04-20T15:59:41.735087Z,2025-04-20T15:59:41.742487Z,7.4 ms,23.304 ms,7.4 ms,39.208 ms,2
2025-04-20T15:59:46.735192Z,2025-04-20T15:59:46.743613Z,8.421 ms,18.342999999999996 ms,7.4 ms,39.208 ms,3
2025-04-20T15:59:51.735171Z,2025-04-20T15:59:51.743055Z,7.884 ms,15.72825 ms,7.4 ms,39.208 ms,4
2025-04-20T15:59:56.735176Z,2025-04-20T15:59:56.742413Z,7.237 ms,14.029999999999998 ms,7.237 ms,39.208 ms,5
2025-04-20T16:00:01.735247Z,2025-04-20T16:00:01.742446Z,7.199 ms,12.891499999999999 ms,7.199 ms,39.208 ms,6
2025-04-20T16:00:06.735914Z,2025-04-20T16:00:06.742973Z,7.059 ms,12.058285714285713 ms,7.059 ms,39.208 ms,7
2025-04-20T16:00:11.735315Z,2025-04-20T16:00:11.742672Z,7.357 ms,11.470624999999998 ms,7.059 ms,39.208 ms,8
2025-04-20T16:00:16.735415Z,2025-04-20T16:00:16.742878Z,7.463 ms,11.025333333333332 ms,7.059 ms,39.208 ms,9
2025-04-20T16:00:21.735338Z,2025-04-20T16:00:21.742115Z,6.777 ms,10.600499999999998 ms,6.777 ms,39.208 ms,10
2025-04-20T16:00:26.735332Z,2025-04-20T16:00:26.742799Z,7.467 ms,10.315636363636361 ms,6.777 ms,39.208 ms,11
2025-04-20T16:00:31.735437Z,2025-04-20T16:00:31.742670Z,7.233 ms,10.05875 ms,6.777 ms,39.208 ms,12
2025-04-20T16:00:36.735624Z,2025-04-20T16:00:36.743152Z,7.528 ms,9.864076923076922 ms,6.777 ms,39.208 ms,13
2025-04-20T16:00:41.735329Z,2025-04-20T16:00:41.742936Z,7.607 ms,9.702857142857141 ms,6.777 ms,39.208 ms,14
2025-04-20T16:00:46.736017Z,2025-04-20T16:00:46.744928Z,8.911000000000001 ms,9.650066666666667 ms,6.777 ms,39.208 ms,15
2025-04-20T16:00:51.735709Z,2025-04-20T16:00:51.743032Z,7.3229999999999995 ms,9.504624999999999 ms,6.777 ms,39.208 ms,16
2025-04-20T16:00:56.735543Z,2025-04-20T16:00:56.742689Z,7.146 ms,9.365882352941176 ms,6.777 ms,39.208 ms,17
2025-04-20T16:01:01.735898Z,2025-04-20T16:01:01.743329Z,7.431 ms,9.258388888888888 ms,6.777 ms,39.208 ms,18
2025-04-20T16:01:06.735690Z,2025-04-20T16:01:06.742604Z,6.914 ms,9.135 ms,6.777 ms,39.208 ms,19
2025-04-20T16:01:11.735702Z,2025-04-20T16:01:11.742989Z,7.287 ms,9.042599999999998 ms,6.777 ms,39.208 ms,20
2025-04-20T16:01:16.735566Z,2025-04-20T16:01:16.742446Z,6.88 ms,8.939619047619045 ms,6.777 ms,39.208 ms,21
2025-04-20T16:01:21.735725Z,2025-04-20T16:01:21.742548Z,6.823 ms,8.84340909090909 ms,6.777 ms,39.208 ms,22
2025-04-20T16:01:26.735643Z,2025-04-20T16:01:26.742696Z,7.053 ms,8.765565217391302 ms,6.777 ms,39.208 ms,23
2025-04-20T16:01:31.735764Z,2025-04-20T16:01:31.742293Z,6.529 ms,8.672374999999997 ms,6.529 ms,39.208 ms,24
2025-04-20T16:01:36.735845Z,2025-04-20T16:01:36.744476Z,8.631 ms,8.670719999999998 ms,6.529 ms,39.208 ms,25
2025-04-20T16:01:41.735866Z,2025-04-20T16:01:41.742374Z,6.508 ms,8.587538461538461 ms,6.508 ms,39.208 ms,26
2025-04-20T16:01:46.735778Z,2025-04-20T16:01:46.742475Z,6.697 ms,8.517518518518518 ms,6.508 ms,39.208 ms,27
2025-04-20T16:01:51.735823Z,2025-04-20T16:01:51.742535Z,6.712 ms,8.453035714285713 ms,6.508 ms,39.208 ms,28
2025-04-20T16:01:56.735928Z,2025-04-20T16:01:56.743373Z,7.445 ms,8.418275862068965 ms,6.508 ms,39.208 ms,29
2025-04-20T16:02:01.735968Z,2025-04-20T16:02:01.742980Z,7.012 ms,8.3714 ms,6.508 ms,39.208 ms,30
2025-04-20T16:02:06.736756Z,2025-04-20T16:02:06.744047Z,7.2909999999999995 ms,8.336548387096775 ms,6.508 ms,39.208 ms,31
