observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-23T07:17:41.065476Z,2025-04-23T07:17:41.103988Z,38.512 ms,38.512 ms,38.512 ms,38.512 ms,1
2025-04-23T07:17:46.062977Z,2025-04-23T07:17:46.071297Z,8.319999999999999 ms,23.416 ms,8.319999999999999 ms,38.512 ms,2
2025-04-23T07:17:51.061182Z,2025-04-23T07:17:51.069757Z,8.575 ms,18.468999999999998 ms,8.319999999999999 ms,38.512 ms,3
2025-04-23T07:17:56.061325Z,2025-04-23T07:17:56.069462Z,8.137 ms,15.886000000000001 ms,8.137 ms,38.512 ms,4
2025-04-23T07:18:01.061202Z,2025-04-23T07:18:01.068462Z,7.26 ms,14.160800000000002 ms,7.26 ms,38.512 ms,5
2025-04-23T07:18:06.061316Z,2025-04-23T07:18:06.068977Z,7.6610000000000005 ms,13.0775 ms,7.26 ms,38.512 ms,6
2025-04-23T07:18:11.071774Z,2025-04-23T07:18:11.079051Z,7.276999999999999 ms,12.248857142857144 ms,7.26 ms,38.512 ms,7
2025-04-23T07:18:16.062249Z,2025-04-23T07:18:16.069677Z,7.428 ms,11.646250000000002 ms,7.26 ms,38.512 ms,8
2025-04-23T07:18:21.061620Z,2025-04-23T07:18:21.068636Z,7.016 ms,11.131777777777778 ms,7.016 ms,38.512 ms,9
2025-04-23T07:18:26.061354Z,2025-04-23T07:18:26.068522Z,7.168 ms,10.7354 ms,7.016 ms,38.512 ms,10
2025-04-23T07:18:31.061418Z,2025-04-23T07:18:31.069017Z,7.599 ms,10.450272727272726 ms,7.016 ms,38.512 ms,11
2025-04-23T07:18:36.065989Z,2025-04-23T07:18:36.073668Z,7.679 ms,10.219333333333333 ms,7.016 ms,38.512 ms,12
2025-04-23T07:18:41.063836Z,2025-04-23T07:18:41.071012Z,7.176 ms,9.985230769230771 ms,7.016 ms,38.512 ms,13
2025-04-23T07:18:46.063177Z,2025-04-23T07:18:46.070897Z,7.720000000000001 ms,9.823428571428572 ms,7.016 ms,38.512 ms,14
