observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-20T14:22:36.008323Z,2025-04-20T14:22:35.722103Z,2025-04-20T14:22:36.049676Z,41.353 ms,41.353 ms,41.353 ms,41.353 ms,327.573 ms,327.573 ms,327.573 ms,327.573 ms,1
2025-04-20T14:22:41.283057Z,2025-04-20T14:22:41.054460Z,2025-04-20T14:22:41.297312Z,14.255 ms,27.804000000000002 ms,14.255 ms,41.353 ms,242.852 ms,285.2125 ms,242.852 ms,327.573 ms,2
2025-04-20T14:22:46.532178Z,2025-04-20T14:22:46.302264Z,2025-04-20T14:22:46.546478Z,14.3 ms,23.302666666666667 ms,14.255 ms,41.353 ms,244.214 ms,271.5463333333333 ms,242.852 ms,327.573 ms,3
2025-04-20T14:22:51.779480Z,2025-04-20T14:22:51.551524Z,2025-04-20T14:22:51.791940Z,12.46 ms,20.592 ms,12.46 ms,41.353 ms,240.416 ms,263.76374999999996 ms,240.416 ms,327.573 ms,4
2025-04-20T14:22:57.013004Z,2025-04-20T14:22:56.794317Z,2025-04-20T14:22:57.025492Z,12.488000000000001 ms,18.9712 ms,12.46 ms,41.353 ms,231.17499999999998 ms,257.246 ms,231.17499999999998 ms,327.573 ms,5
2025-04-20T14:23:02.309116Z,2025-04-20T14:23:02.030257Z,2025-04-20T14:23:02.321279Z,12.163 ms,17.8365 ms,12.163 ms,41.353 ms,291.022 ms,262.8753333333333 ms,231.17499999999998 ms,327.573 ms,6
2025-04-20T14:23:07.659583Z,2025-04-20T14:23:07.326294Z,2025-04-20T14:23:07.672981Z,13.398 ms,17.20242857142857 ms,12.163 ms,41.353 ms,346.687 ms,274.8484285714285 ms,231.17499999999998 ms,346.687 ms,7
2025-04-20T14:23:12.903518Z,2025-04-20T14:23:12.678752Z,2025-04-20T14:23:12.915907Z,12.389000000000001 ms,16.60075 ms,12.163 ms,41.353 ms,237.155 ms,270.13674999999995 ms,231.17499999999998 ms,346.687 ms,8
2025-04-20T14:23:18.151700Z,2025-04-20T14:23:17.920993Z,2025-04-20T14:23:18.163741Z,12.041 ms,16.09411111111111 ms,12.041 ms,41.353 ms,242.748 ms,267.09355555555555 ms,231.17499999999998 ms,346.687 ms,9
2025-04-20T14:23:23.477120Z,2025-04-20T14:23:23.166285Z,2025-04-20T14:23:23.489260Z,12.14 ms,15.698700000000002 ms,12.041 ms,41.353 ms,322.975 ms,272.6817 ms,231.17499999999998 ms,346.687 ms,10
2025-04-20T14:23:28.724479Z,2025-04-20T14:23:28.494311Z,2025-04-20T14:23:28.737140Z,12.661 ms,15.422545454545457 ms,12.041 ms,41.353 ms,242.82899999999998 ms,269.96781818181813 ms,231.17499999999998 ms,346.687 ms,11
2025-04-20T14:23:33.963464Z,2025-04-20T14:23:33.742305Z,2025-04-20T14:23:33.975333Z,11.869 ms,15.126416666666668 ms,11.869 ms,41.353 ms,233.02800000000002 ms,266.88949999999994 ms,231.17499999999998 ms,346.687 ms,12
2025-04-20T14:23:39.237431Z,2025-04-20T14:23:38.978282Z,2025-04-20T14:23:39.250178Z,12.747 ms,14.943384615384618 ms,11.869 ms,41.353 ms,271.896 ms,267.27461538461534 ms,231.17499999999998 ms,346.687 ms,13
2025-04-20T14:23:44.477604Z,2025-04-20T14:23:44.254296Z,2025-04-20T14:23:44.489118Z,11.514 ms,14.698428571428572 ms,11.514 ms,41.353 ms,234.822 ms,264.95657142857135 ms,231.17499999999998 ms,346.687 ms,14
2025-04-20T14:23:49.747236Z,2025-04-20T14:23:49.494303Z,2025-04-20T14:23:49.759436Z,12.200000000000001 ms,14.531866666666668 ms,11.514 ms,41.353 ms,265.133 ms,264.9683333333333 ms,231.17499999999998 ms,346.687 ms,15
2025-04-20T14:23:54.982163Z,2025-04-20T14:23:54.762289Z,2025-04-20T14:23:54.993918Z,11.754999999999999 ms,14.3583125 ms,11.514 ms,41.353 ms,231.629 ms,262.88462499999997 ms,231.17499999999998 ms,346.687 ms,16
2025-04-20T14:24:00.266190Z,2025-04-20T14:23:59.999673Z,2025-04-20T14:24:00.278107Z,11.917 ms,14.214705882352941 ms,11.514 ms,41.353 ms,278.434 ms,263.79929411764704 ms,231.17499999999998 ms,346.687 ms,17
2025-04-20T14:24:05.539429Z,2025-04-20T14:24:05.283875Z,2025-04-20T14:24:05.551432Z,12.003 ms,14.091833333333335 ms,11.514 ms,41.353 ms,267.557 ms,264.00805555555553 ms,231.17499999999998 ms,346.687 ms,18
2025-04-20T14:24:10.814668Z,2025-04-20T14:24:10.556397Z,2025-04-20T14:24:10.829023Z,14.355 ms,14.105684210526316 ms,11.514 ms,41.353 ms,272.626 ms,264.4616315789474 ms,231.17499999999998 ms,346.687 ms,19
2025-04-20T14:24:16.075339Z,2025-04-20T14:24:15.834243Z,2025-04-20T14:24:16.087077Z,11.738 ms,13.987300000000003 ms,11.514 ms,41.353 ms,252.834 ms,263.88025 ms,231.17499999999998 ms,346.687 ms,20
2025-04-20T14:24:21.330081Z,2025-04-20T14:24:21.090307Z,2025-04-20T14:24:21.341416Z,11.334999999999999 ms,13.861000000000002 ms,11.334999999999999 ms,41.353 ms,251.10900000000004 ms,263.2720952380952 ms,231.17499999999998 ms,346.687 ms,21
2025-04-20T14:24:26.601989Z,2025-04-20T14:24:26.347182Z,2025-04-20T14:24:26.613611Z,11.622 ms,13.759227272727275 ms,11.334999999999999 ms,41.353 ms,266.42900000000003 ms,263.4155909090909 ms,231.17499999999998 ms,346.687 ms,22
2025-04-20T14:24:31.851505Z,2025-04-20T14:24:31.618841Z,2025-04-20T14:24:31.863241Z,11.736 ms,13.671260869565222 ms,11.334999999999999 ms,41.353 ms,244.4 ms,262.5888260869565 ms,231.17499999999998 ms,346.687 ms,23
