observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-22T06:19:11.706837Z,2025-04-22T06:19:11.376503Z,2025-04-22T06:19:11.750043Z,43.206 ms,43.206 ms,43.206 ms,43.206 ms,373.53999999999996 ms,373.53999999999996 ms,373.53999999999996 ms,373.53999999999996 ms,1
2025-04-22T06:19:17.055161Z,2025-04-22T06:19:16.754287Z,2025-04-22T06:19:17.069418Z,14.257000000000001 ms,28.7315 ms,14.257000000000001 ms,43.206 ms,315.131 ms,344.3355 ms,315.131 ms,373.53999999999996 ms,2
2025-04-22T06:19:22.366965Z,2025-04-22T06:19:22.074288Z,2025-04-22T06:19:22.380789Z,13.824 ms,23.762333333333334 ms,13.824 ms,43.206 ms,306.50100000000003 ms,331.72400000000005 ms,306.50100000000003 ms,373.53999999999996 ms,3
2025-04-22T06:19:27.681084Z,2025-04-22T06:19:27.386326Z,2025-04-22T06:19:27.693908Z,12.824 ms,21.02775 ms,12.824 ms,43.206 ms,307.582 ms,325.68850000000003 ms,306.50100000000003 ms,373.53999999999996 ms,4
2025-04-22T06:19:33.017970Z,2025-04-22T06:19:32.698275Z,2025-04-22T06:19:33.029755Z,11.785 ms,19.1792 ms,11.785 ms,43.206 ms,331.48 ms,326.84680000000003 ms,306.50100000000003 ms,373.53999999999996 ms,5
2025-04-22T06:19:38.364972Z,2025-04-22T06:19:38.034303Z,2025-04-22T06:19:38.377441Z,12.469 ms,18.060833333333335 ms,11.785 ms,43.206 ms,343.138 ms,329.562 ms,306.50100000000003 ms,373.53999999999996 ms,6
2025-04-22T06:19:43.705066Z,2025-04-22T06:19:43.382309Z,2025-04-22T06:19:43.717425Z,12.359 ms,17.246285714285715 ms,11.785 ms,43.206 ms,335.11600000000004 ms,330.3554285714286 ms,306.50100000000003 ms,373.53999999999996 ms,7
2025-04-22T06:19:49.037982Z,2025-04-22T06:19:48.722277Z,2025-04-22T06:19:49.050038Z,12.056000000000001 ms,16.5975 ms,11.785 ms,43.206 ms,327.761 ms,330.03112500000003 ms,306.50100000000003 ms,373.53999999999996 ms,8
2025-04-22T06:19:54.377921Z,2025-04-22T06:19:54.055858Z,2025-04-22T06:19:54.390070Z,12.149000000000001 ms,16.103222222222225 ms,11.785 ms,43.206 ms,334.212 ms,330.4956666666667 ms,306.50100000000003 ms,373.53999999999996 ms,9
2025-04-22T06:19:59.715139Z,2025-04-22T06:19:59.394270Z,2025-04-22T06:19:59.727059Z,11.92 ms,15.684900000000003 ms,11.785 ms,43.206 ms,332.789 ms,330.725 ms,306.50100000000003 ms,373.53999999999996 ms,10
2025-04-22T06:20:05.022798Z,2025-04-22T06:20:04.731093Z,2025-04-22T06:20:05.035056Z,12.258 ms,15.373363636363637 ms,11.785 ms,43.206 ms,303.96299999999997 ms,328.292090909091 ms,303.96299999999997 ms,373.53999999999996 ms,11
2025-04-22T06:20:10.328910Z,2025-04-22T06:20:10.040837Z,2025-04-22T06:20:10.340811Z,11.901 ms,15.084 ms,11.785 ms,43.206 ms,299.97400000000005 ms,325.93225 ms,299.97400000000005 ms,373.53999999999996 ms,12
2025-04-22T06:20:15.650173Z,2025-04-22T06:20:15.346299Z,2025-04-22T06:20:15.662215Z,12.042 ms,14.85 ms,11.785 ms,43.206 ms,315.916 ms,325.16176923076927 ms,299.97400000000005 ms,373.53999999999996 ms,13
2025-04-22T06:20:20.980178Z,2025-04-22T06:20:20.666287Z,2025-04-22T06:20:20.991951Z,11.773 ms,14.630214285714287 ms,11.773 ms,43.206 ms,325.664 ms,325.19764285714285 ms,299.97400000000005 ms,373.53999999999996 ms,14
2025-04-22T06:20:26.291066Z,2025-04-22T06:20:25.994318Z,2025-04-22T06:20:26.303045Z,11.979 ms,14.453466666666666 ms,11.773 ms,43.206 ms,308.727 ms,324.09960000000007 ms,299.97400000000005 ms,373.53999999999996 ms,15
2025-04-22T06:20:31.588950Z,2025-04-22T06:20:31.306300Z,2025-04-22T06:20:31.601620Z,12.67 ms,14.342 ms,11.773 ms,43.206 ms,295.32000000000005 ms,322.300875 ms,295.32000000000005 ms,373.53999999999996 ms,16
2025-04-22T06:20:36.920958Z,2025-04-22T06:20:36.606288Z,2025-04-22T06:20:36.932520Z,11.562 ms,14.178470588235294 ms,11.562 ms,43.206 ms,326.232 ms,322.53211764705884 ms,295.32000000000005 ms,373.53999999999996 ms,17
2025-04-22T06:20:42.223034Z,2025-04-22T06:20:41.938301Z,2025-04-22T06:20:42.235076Z,12.042 ms,14.059777777777779 ms,11.562 ms,43.206 ms,296.77500000000003 ms,321.1011666666667 ms,295.32000000000005 ms,373.53999999999996 ms,18
2025-04-22T06:20:47.590025Z,2025-04-22T06:20:47.240268Z,2025-04-22T06:20:47.605437Z,15.412 ms,14.130947368421054 ms,11.562 ms,43.206 ms,365.16900000000004 ms,323.4205263157895 ms,295.32000000000005 ms,373.53999999999996 ms,19
2025-04-22T06:20:52.897750Z,2025-04-22T06:20:52.610291Z,2025-04-22T06:20:52.909265Z,11.514999999999999 ms,14.00015 ms,11.514999999999999 ms,43.206 ms,298.974 ms,322.19820000000004 ms,295.32000000000005 ms,373.53999999999996 ms,20
2025-04-22T06:20:58.212812Z,2025-04-22T06:20:57.914406Z,2025-04-22T06:20:58.224554Z,11.742 ms,13.892619047619046 ms,11.514999999999999 ms,43.206 ms,310.14799999999997 ms,321.624380952381 ms,295.32000000000005 ms,373.53999999999996 ms,21
2025-04-22T06:21:03.516861Z,2025-04-22T06:21:03.227980Z,2025-04-22T06:21:03.528872Z,12.011000000000001 ms,13.807090909090908 ms,11.514999999999999 ms,43.206 ms,300.892 ms,320.6820000000001 ms,295.32000000000005 ms,373.53999999999996 ms,22
2025-04-22T06:21:08.853034Z,2025-04-22T06:21:08.533368Z,2025-04-22T06:21:08.865384Z,12.35 ms,13.743739130434783 ms,11.514999999999999 ms,43.206 ms,332.01599999999996 ms,321.1747826086957 ms,295.32000000000005 ms,373.53999999999996 ms,23
2025-04-22T06:21:14.242816Z,2025-04-22T06:21:13.870286Z,2025-04-22T06:21:14.254496Z,11.68 ms,13.657750000000002 ms,11.514999999999999 ms,43.206 ms,384.21 ms,323.8012500000001 ms,295.32000000000005 ms,384.21 ms,24
2025-04-22T06:21:19.585283Z,2025-04-22T06:21:19.257312Z,2025-04-22T06:21:19.597037Z,11.754000000000001 ms,13.581600000000002 ms,11.514999999999999 ms,43.206 ms,339.725 ms,324.4382000000001 ms,295.32000000000005 ms,384.21 ms,25
2025-04-22T06:21:24.924420Z,2025-04-22T06:21:24.598310Z,2025-04-22T06:21:24.935927Z,11.507 ms,13.501807692307692 ms,11.507 ms,43.206 ms,337.617 ms,324.945076923077 ms,295.32000000000005 ms,384.21 ms,26
2025-04-22T06:21:30.257572Z,2025-04-22T06:21:29.938281Z,2025-04-22T06:21:30.269668Z,12.096 ms,13.449740740740742 ms,11.507 ms,43.206 ms,331.387 ms,325.1836666666667 ms,295.32000000000005 ms,384.21 ms,27
2025-04-22T06:21:35.602821Z,2025-04-22T06:21:35.274294Z,2025-04-22T06:21:35.614505Z,11.684 ms,13.386678571428572 ms,11.507 ms,43.206 ms,340.211 ms,325.7203571428572 ms,295.32000000000005 ms,384.21 ms,28
2025-04-22T06:21:40.978710Z,2025-04-22T06:21:40.619632Z,2025-04-22T06:21:40.990106Z,11.395999999999999 ms,13.318034482758623 ms,11.395999999999999 ms,43.206 ms,370.47400000000005 ms,327.2635862068966 ms,295.32000000000005 ms,384.21 ms,29
2025-04-22T06:21:46.391626Z,2025-04-22T06:21:45.995927Z,2025-04-22T06:21:46.403584Z,11.958 ms,13.272700000000002 ms,11.395999999999999 ms,43.206 ms,407.657 ms,329.94336666666675 ms,295.32000000000005 ms,407.657 ms,30
2025-04-22T06:21:51.711956Z,2025-04-22T06:21:51.406247Z,2025-04-22T06:21:51.723278Z,11.322000000000001 ms,13.20977419354839 ms,11.322000000000001 ms,43.206 ms,317.031 ms,329.52683870967746 ms,295.32000000000005 ms,407.657 ms,31
2025-04-22T06:21:57.044796Z,2025-04-22T06:21:56.729142Z,2025-04-22T06:21:57.056574Z,11.778 ms,13.165031250000002 ms,11.322000000000001 ms,43.206 ms,327.432 ms,329.46137500000003 ms,295.32000000000005 ms,407.657 ms,32
2025-04-22T06:22:02.390678Z,2025-04-22T06:22:02.062471Z,2025-04-22T06:22:02.402265Z,11.587 ms,13.117212121212123 ms,11.322000000000001 ms,43.206 ms,339.794 ms,329.77448484848486 ms,295.32000000000005 ms,407.657 ms,33
2025-04-22T06:22:07.732646Z,2025-04-22T06:22:07.403305Z,2025-04-22T06:22:07.743782Z,11.136 ms,13.05894117647059 ms,11.136 ms,43.206 ms,340.477 ms,330.0892647058824 ms,295.32000000000005 ms,407.657 ms,34
2025-04-22T06:22:13.072229Z,2025-04-22T06:22:12.746319Z,2025-04-22T06:22:13.084273Z,12.043999999999999 ms,13.02994285714286 ms,11.136 ms,43.206 ms,337.95399999999995 ms,330.31397142857145 ms,295.32000000000005 ms,407.657 ms,35
2025-04-22T06:22:18.409848Z,2025-04-22T06:22:18.086277Z,2025-04-22T06:22:18.421047Z,11.199 ms,12.979083333333335 ms,11.136 ms,43.206 ms,334.77000000000004 ms,330.43775000000005 ms,295.32000000000005 ms,407.657 ms,36
2025-04-22T06:22:23.748827Z,2025-04-22T06:22:23.426748Z,2025-04-22T06:22:23.760393Z,11.566 ms,12.940891891891894 ms,11.136 ms,43.206 ms,333.64500000000004 ms,330.5244324324325 ms,295.32000000000005 ms,407.657 ms,37
2025-04-22T06:22:29.082716Z,2025-04-22T06:22:28.762301Z,2025-04-22T06:22:29.094493Z,11.777 ms,12.91026315789474 ms,11.136 ms,43.206 ms,332.192 ms,330.56831578947373 ms,295.32000000000005 ms,407.657 ms,38
2025-04-22T06:22:34.421760Z,2025-04-22T06:22:34.098283Z,2025-04-22T06:22:34.433370Z,11.610000000000001 ms,12.87692307692308 ms,11.136 ms,43.206 ms,335.08700000000005 ms,330.68417948717956 ms,295.32000000000005 ms,407.657 ms,39
2025-04-22T06:22:39.778408Z,2025-04-22T06:22:39.438299Z,2025-04-22T06:22:39.790610Z,12.202 ms,12.860050000000003 ms,11.136 ms,43.206 ms,352.311 ms,331.22485 ms,295.32000000000005 ms,407.657 ms,40
2025-04-22T06:22:45.122678Z,2025-04-22T06:22:44.796349Z,2025-04-22T06:22:45.133745Z,11.067 ms,12.816317073170735 ms,11.067 ms,43.206 ms,337.39599999999996 ms,331.3753658536586 ms,295.32000000000005 ms,407.657 ms,41
2025-04-22T06:22:50.498962Z,2025-04-22T06:22:50.139174Z,2025-04-22T06:22:50.513241Z,14.279 ms,12.851142857142863 ms,11.067 ms,43.206 ms,374.067 ms,332.3918333333334 ms,295.32000000000005 ms,407.657 ms,42
2025-04-22T06:22:55.834591Z,2025-04-22T06:22:55.516998Z,2025-04-22T06:22:55.845900Z,11.309 ms,12.815279069767447 ms,11.067 ms,43.206 ms,328.90200000000004 ms,332.31067441860466 ms,295.32000000000005 ms,407.657 ms,43
2025-04-22T06:23:01.202279Z,2025-04-22T06:23:00.850865Z,2025-04-22T06:23:01.214749Z,12.47 ms,12.807431818181824 ms,11.067 ms,43.206 ms,363.88399999999996 ms,333.02825 ms,295.32000000000005 ms,407.657 ms,44
