observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-05-21T18:51:40.395895Z,2025-05-21T18:51:40.131085Z,2025-05-21T18:51:40.442347Z,46.452 ms,46.452 ms,46.452 ms,46.452 ms,311.262 ms,311.262 ms,311.262 ms,311.262 ms,1
2025-05-21T18:51:45.689943Z,2025-05-21T18:51:45.447050Z,2025-05-21T18:51:45.705924Z,15.980999999999998 ms,31.2165 ms,15.980999999999998 ms,46.452 ms,258.87399999999997 ms,285.068 ms,258.87399999999997 ms,311.262 ms,2
2025-05-21T18:51:50.948440Z,2025-05-21T18:51:50.711060Z,2025-05-21T18:51:50.966856Z,18.415999999999997 ms,26.949666666666666 ms,15.980999999999998 ms,46.452 ms,255.79600000000002 ms,275.31066666666663 ms,255.79600000000002 ms,311.262 ms,3
2025-05-21T18:51:56.248704Z,2025-05-21T18:51:55.971349Z,2025-05-21T18:51:56.262572Z,13.868 ms,23.679250000000003 ms,13.868 ms,46.452 ms,291.223 ms,279.28875 ms,255.79600000000002 ms,311.262 ms,4
2025-05-21T18:52:01.545235Z,2025-05-21T18:52:01.264096Z,2025-05-21T18:52:01.559077Z,13.842 ms,21.711800000000004 ms,13.842 ms,46.452 ms,294.981 ms,282.42719999999997 ms,255.79600000000002 ms,311.262 ms,5
2025-05-21T18:52:06.839372Z,2025-05-21T18:52:06.564603Z,2025-05-21T18:52:06.853280Z,13.908 ms,20.41116666666667 ms,13.842 ms,46.452 ms,288.677 ms,283.46883333333335 ms,255.79600000000002 ms,311.262 ms,6
