observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-18T21:03:58.483626Z,2025-04-18T21:03:57.312073Z,2025-04-18T21:03:58.512206Z,28.580000000000002 ms,28.580000000000002 ms,28.580000000000002 ms,28.580000000000002 ms,1200.1329999999998 ms,1200.1329999999998 ms,1200.1329999999998 ms,1200.1329999999998 ms,1
2025-04-18T21:04:04.591300Z,2025-04-18T21:04:03.516919Z,2025-04-18T21:04:04.614692Z,23.392 ms,25.986 ms,23.392 ms,28.580000000000002 ms,1097.7730000000001 ms,1148.9530000000002 ms,1097.7730000000001 ms,1200.1329999999998 ms,2
2025-04-18T21:04:10.738602Z,2025-04-18T21:04:09.616924Z,2025-04-18T21:04:10.760442Z,21.84 ms,24.604 ms,21.84 ms,28.580000000000002 ms,1143.518 ms,1147.1413333333335 ms,1097.7730000000001 ms,1200.1329999999998 ms,3
2025-04-18T21:04:16.940371Z,2025-04-18T21:04:15.764935Z,2025-04-18T21:04:16.962728Z,22.357 ms,24.042250000000003 ms,21.84 ms,28.580000000000002 ms,1197.7930000000001 ms,1159.8042500000001 ms,1097.7730000000001 ms,1200.1329999999998 ms,4
2025-04-18T21:04:23.099733Z,2025-04-18T21:04:21.964931Z,2025-04-18T21:04:23.121408Z,21.675 ms,23.5688 ms,21.675 ms,28.580000000000002 ms,1156.477 ms,1159.1388 ms,1097.7730000000001 ms,1200.1329999999998 ms,5
2025-04-18T21:04:29.277355Z,2025-04-18T21:04:28.124974Z,2025-04-18T21:04:29.297789Z,20.434 ms,23.046333333333337 ms,20.434 ms,28.580000000000002 ms,1172.815 ms,1161.4181666666668 ms,1097.7730000000001 ms,1200.1329999999998 ms,6
2025-04-18T21:04:35.440400Z,2025-04-18T21:04:34.300920Z,2025-04-18T21:04:35.460635Z,20.235 ms,22.64471428571429 ms,20.235 ms,28.580000000000002 ms,1159.7150000000001 ms,1161.174857142857 ms,1097.7730000000001 ms,1200.1329999999998 ms,7
2025-04-18T21:04:41.621006Z,2025-04-18T21:04:40.464981Z,2025-04-18T21:04:41.641148Z,20.142 ms,22.331875 ms,20.142 ms,28.580000000000002 ms,1176.167 ms,1163.048875 ms,1097.7730000000001 ms,1200.1329999999998 ms,8
2025-04-18T21:04:47.807263Z,2025-04-18T21:04:46.646814Z,2025-04-18T21:04:47.827764Z,20.500999999999998 ms,22.128444444444444 ms,20.142 ms,28.580000000000002 ms,1180.95 ms,1165.0378888888886 ms,1097.7730000000001 ms,1200.1329999999998 ms,9
2025-04-18T21:04:53.964962Z,2025-04-18T21:04:52.832892Z,2025-04-18T21:04:53.984676Z,19.714 ms,21.887 ms,19.714 ms,28.580000000000002 ms,1151.7839999999999 ms,1163.7124999999996 ms,1097.7730000000001 ms,1200.1329999999998 ms,10
