observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-22T19:13:31.869541Z,2025-04-22T19:13:30.654351Z,2025-04-22T19:13:31.898541Z,29.0 ms,29.0 ms,29.0 ms,29.0 ms,1244.1899999999998 ms,1244.1899999999998 ms,1244.1899999999998 ms,1244.1899999999998 ms,1
2025-04-22T19:13:38.005498Z,2025-04-22T19:13:36.902738Z,2025-04-22T19:13:38.028425Z,22.927 ms,25.9635 ms,22.927 ms,29.0 ms,1125.6870000000001 ms,1184.9385 ms,1125.6870000000001 ms,1244.1899999999998 ms,2
2025-04-22T19:13:44.163736Z,2025-04-22T19:13:43.034070Z,2025-04-22T19:13:44.185625Z,21.889 ms,24.60533333333333 ms,21.889 ms,29.0 ms,1151.555 ms,1173.8106666666665 ms,1125.6870000000001 ms,1244.1899999999998 ms,3
2025-04-22T19:13:50.350406Z,2025-04-22T19:13:49.190296Z,2025-04-22T19:13:50.377963Z,27.557000000000002 ms,25.343249999999998 ms,21.889 ms,29.0 ms,1187.667 ms,1177.27475 ms,1125.6870000000001 ms,1244.1899999999998 ms,4
2025-04-22T19:13:56.534528Z,2025-04-22T19:13:55.382855Z,2025-04-22T19:13:56.554131Z,19.602999999999998 ms,24.195199999999996 ms,19.602999999999998 ms,29.0 ms,1171.276 ms,1176.075 ms,1125.6870000000001 ms,1244.1899999999998 ms,5
2025-04-22T19:14:02.673280Z,2025-04-22T19:14:01.558278Z,2025-04-22T19:14:02.693193Z,19.913 ms,23.4815 ms,19.602999999999998 ms,29.0 ms,1134.915 ms,1169.2150000000001 ms,1125.6870000000001 ms,1244.1899999999998 ms,6
2025-04-22T19:14:08.875605Z,2025-04-22T19:14:07.698296Z,2025-04-22T19:14:08.896256Z,20.651 ms,23.077142857142857 ms,19.602999999999998 ms,29.0 ms,1197.9599999999998 ms,1173.3214285714287 ms,1125.6870000000001 ms,1244.1899999999998 ms,7
2025-04-22T19:14:15.089195Z,2025-04-22T19:14:13.901953Z,2025-04-22T19:14:15.109618Z,20.423000000000002 ms,22.745375 ms,19.602999999999998 ms,29.0 ms,1207.665 ms,1177.614375 ms,1125.6870000000001 ms,1244.1899999999998 ms,8
2025-04-22T19:14:21.283323Z,2025-04-22T19:14:20.114294Z,2025-04-22T19:14:21.303542Z,20.219 ms,22.464666666666663 ms,19.602999999999998 ms,29.0 ms,1189.248 ms,1178.907 ms,1125.6870000000001 ms,1244.1899999999998 ms,9
2025-04-22T19:14:27.450396Z,2025-04-22T19:14:26.306296Z,2025-04-22T19:14:27.471285Z,20.889000000000003 ms,22.307099999999995 ms,19.602999999999998 ms,29.0 ms,1164.989 ms,1177.5152 ms,1125.6870000000001 ms,1244.1899999999998 ms,10
