observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-21T21:53:31.856709Z,2025-04-21T21:53:31.972082Z,115.373 ms,115.373 ms,115.373 ms,115.373 ms,1
2025-04-21T21:53:36.844808Z,2025-04-21T21:53:36.853785Z,8.977 ms,62.175000000000004 ms,8.977 ms,115.373 ms,2
2025-04-21T21:53:41.847038Z,2025-04-21T21:53:41.856302Z,9.264 ms,44.538000000000004 ms,8.977 ms,115.373 ms,3
2025-04-21T21:53:46.845078Z,2025-04-21T21:53:46.852980Z,7.901999999999999 ms,35.379 ms,7.901999999999999 ms,115.373 ms,4
2025-04-21T21:53:51.858851Z,2025-04-21T21:53:51.866885Z,8.033999999999999 ms,29.910000000000004 ms,7.901999999999999 ms,115.373 ms,5
2025-04-21T21:53:56.849573Z,2025-04-21T21:53:56.857555Z,7.981999999999999 ms,26.255333333333336 ms,7.901999999999999 ms,115.373 ms,6
2025-04-21T21:54:01.860481Z,2025-04-21T21:54:01.868574Z,8.093 ms,23.660714285714285 ms,7.901999999999999 ms,115.373 ms,7
2025-04-21T21:54:06.855204Z,2025-04-21T21:54:06.863172Z,7.967999999999999 ms,21.699125 ms,7.901999999999999 ms,115.373 ms,8
2025-04-21T21:54:11.849326Z,2025-04-21T21:54:11.857491Z,8.165000000000001 ms,20.195333333333334 ms,7.901999999999999 ms,115.373 ms,9
2025-04-21T21:54:16.847057Z,2025-04-21T21:54:16.854868Z,7.811 ms,18.9569 ms,7.811 ms,115.373 ms,10
2025-04-21T21:54:21.848658Z,2025-04-21T21:54:21.856831Z,8.173 ms,17.976545454545455 ms,7.811 ms,115.373 ms,11
2025-04-21T21:54:26.844365Z,2025-04-21T21:54:26.851673Z,7.308 ms,17.087500000000002 ms,7.308 ms,115.373 ms,12
2025-04-21T21:54:31.844995Z,2025-04-21T21:54:31.852504Z,7.509 ms,16.35069230769231 ms,7.308 ms,115.373 ms,13
2025-04-21T21:54:36.849995Z,2025-04-21T21:54:36.857856Z,7.861 ms,15.744285714285718 ms,7.308 ms,115.373 ms,14
2025-04-21T21:54:41.850698Z,2025-04-21T21:54:41.858468Z,7.77 ms,15.212666666666669 ms,7.308 ms,115.373 ms,15
2025-04-21T21:54:46.852944Z,2025-04-21T21:54:46.860360Z,7.4159999999999995 ms,14.725375000000003 ms,7.308 ms,115.373 ms,16
2025-04-21T21:54:51.844402Z,2025-04-21T21:54:51.852291Z,7.889 ms,14.32323529411765 ms,7.308 ms,115.373 ms,17
2025-04-21T21:54:56.860994Z,2025-04-21T21:54:56.868870Z,7.8759999999999994 ms,13.965055555555558 ms,7.308 ms,115.373 ms,18
2025-04-21T21:55:01.851605Z,2025-04-21T21:55:01.859866Z,8.261 ms,13.664842105263162 ms,7.308 ms,115.373 ms,19
2025-04-21T21:55:06.846004Z,2025-04-21T21:55:06.853340Z,7.335999999999999 ms,13.348400000000005 ms,7.308 ms,115.373 ms,20
2025-04-21T21:55:11.853128Z,2025-04-21T21:55:11.861110Z,7.981999999999999 ms,13.092857142857147 ms,7.308 ms,115.373 ms,21
2025-04-21T21:55:16.851883Z,2025-04-21T21:55:16.862721Z,10.838000000000001 ms,12.99036363636364 ms,7.308 ms,115.373 ms,22
2025-04-21T21:55:21.845365Z,2025-04-21T21:55:21.852779Z,7.414 ms,12.747913043478263 ms,7.308 ms,115.373 ms,23
2025-04-21T21:55:26.846824Z,2025-04-21T21:55:26.853830Z,7.006 ms,12.50866666666667 ms,7.006 ms,115.373 ms,24
2025-04-21T21:55:31.846084Z,2025-04-21T21:55:31.852935Z,6.851 ms,12.282360000000002 ms,6.851 ms,115.373 ms,25
2025-04-21T21:55:36.844358Z,2025-04-21T21:55:36.851291Z,6.933 ms,12.076615384615389 ms,6.851 ms,115.373 ms,26
2025-04-21T21:55:41.846195Z,2025-04-21T21:55:41.853030Z,6.835 ms,11.882481481481484 ms,6.835 ms,115.373 ms,27
2025-04-21T21:55:46.853311Z,2025-04-21T21:55:46.860772Z,7.460999999999999 ms,11.724571428571432 ms,6.835 ms,115.373 ms,28
2025-04-21T21:55:51.852664Z,2025-04-21T21:55:51.859876Z,7.212 ms,11.568965517241383 ms,6.835 ms,115.373 ms,29
2025-04-21T21:55:56.850617Z,2025-04-21T21:55:56.857574Z,6.957 ms,11.415233333333335 ms,6.835 ms,115.373 ms,30
