observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-22T17:44:09.762047Z,2025-04-22T17:44:09.877363Z,115.316 ms,115.316 ms,115.316 ms,115.316 ms,1
2025-04-22T17:44:14.759847Z,2025-04-22T17:44:14.769412Z,9.565000000000001 ms,62.4405 ms,9.565000000000001 ms,115.316 ms,2
2025-04-22T17:44:19.752998Z,2025-04-22T17:44:19.762624Z,9.626 ms,44.83566666666667 ms,9.565000000000001 ms,115.316 ms,3
2025-04-22T17:44:24.760879Z,2025-04-22T17:44:24.768636Z,7.757 ms,35.566 ms,7.757 ms,115.316 ms,4
2025-04-22T17:44:29.766918Z,2025-04-22T17:44:29.774632Z,7.714 ms,29.9956 ms,7.714 ms,115.316 ms,5
2025-04-22T17:44:34.755409Z,2025-04-22T17:44:34.763372Z,7.962999999999999 ms,26.3235 ms,7.714 ms,115.316 ms,6
2025-04-22T17:44:39.755557Z,2025-04-22T17:44:39.763991Z,8.434000000000001 ms,23.767857142857142 ms,7.714 ms,115.316 ms,7
2025-04-22T17:44:44.757667Z,2025-04-22T17:44:44.765579Z,7.912000000000001 ms,21.785875 ms,7.714 ms,115.316 ms,8
2025-04-22T17:44:49.755024Z,2025-04-22T17:44:49.763004Z,7.9799999999999995 ms,20.25188888888889 ms,7.714 ms,115.316 ms,9
2025-04-22T17:44:54.759608Z,2025-04-22T17:44:54.767153Z,7.545 ms,18.981199999999998 ms,7.545 ms,115.316 ms,10
2025-04-22T17:44:59.755600Z,2025-04-22T17:44:59.763212Z,7.612 ms,17.947636363636363 ms,7.545 ms,115.316 ms,11
2025-04-22T17:45:04.756050Z,2025-04-22T17:45:04.763307Z,7.257000000000001 ms,17.056749999999997 ms,7.257000000000001 ms,115.316 ms,12
2025-04-22T17:45:09.756150Z,2025-04-22T17:45:09.763689Z,7.539 ms,16.324615384615385 ms,7.257000000000001 ms,115.316 ms,13
