observed_at,notified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-18T17:02:47.646352Z,2025-04-18T17:02:47.779129Z,132.77700000000002 ms,132.77700000000002 ms,132.77700000000002 ms,132.77700000000002 ms,1
2025-04-18T17:02:52.636891Z,2025-04-18T17:02:52.647774Z,10.883000000000001 ms,71.83 ms,10.883000000000001 ms,132.77700000000002 ms,2
2025-04-18T17:02:57.642382Z,2025-04-18T17:02:57.654130Z,11.748 ms,51.80266666666667 ms,10.883000000000001 ms,132.77700000000002 ms,3
2025-04-18T17:03:02.642192Z,2025-04-18T17:03:02.652973Z,10.781 ms,41.547250000000005 ms,10.781 ms,132.77700000000002 ms,4
2025-04-18T17:03:07.637844Z,2025-04-18T17:03:07.648395Z,10.551 ms,35.348000000000006 ms,10.551 ms,132.77700000000002 ms,5
2025-04-18T17:03:12.641890Z,2025-04-18T17:03:12.652870Z,10.98 ms,31.286666666666672 ms,10.551 ms,132.77700000000002 ms,6
2025-04-18T17:03:17.637661Z,2025-04-18T17:03:17.648504Z,10.843 ms,28.36614285714286 ms,10.551 ms,132.77700000000002 ms,7
2025-04-18T17:03:22.641689Z,2025-04-18T17:03:22.651369Z,9.68 ms,26.030375000000003 ms,9.68 ms,132.77700000000002 ms,8
2025-04-18T17:03:27.642809Z,2025-04-18T17:03:27.654824Z,12.014999999999999 ms,24.473111111111113 ms,9.68 ms,132.77700000000002 ms,9
2025-04-18T17:03:32.639256Z,2025-04-18T17:03:32.649550Z,10.293999999999999 ms,23.055200000000003 ms,9.68 ms,132.77700000000002 ms,10
2025-04-18T17:03:37.636884Z,2025-04-18T17:03:37.647433Z,10.549 ms,21.918272727272726 ms,9.68 ms,132.77700000000002 ms,11
2025-04-18T17:03:42.641247Z,2025-04-18T17:03:42.650959Z,9.712 ms,20.901083333333332 ms,9.68 ms,132.77700000000002 ms,12
2025-04-18T17:03:47.642542Z,2025-04-18T17:03:47.652493Z,9.951 ms,20.05876923076923 ms,9.68 ms,132.77700000000002 ms,13
2025-04-18T17:03:52.641937Z,2025-04-18T17:03:52.652003Z,10.066 ms,19.345000000000002 ms,9.68 ms,132.77700000000002 ms,14
2025-04-18T17:03:57.642347Z,2025-04-18T17:03:57.652105Z,9.758 ms,18.70586666666667 ms,9.68 ms,132.77700000000002 ms,15
2025-04-18T17:04:02.639633Z,2025-04-18T17:04:02.649895Z,10.262 ms,18.178125 ms,9.68 ms,132.77700000000002 ms,16
2025-04-18T17:04:07.641992Z,2025-04-18T17:04:07.652250Z,10.258 ms,17.712235294117647 ms,9.68 ms,132.77700000000002 ms,17
