observed_at,notified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-21T21:53:31.856709Z,2025-04-21T21:53:31.977920Z,121.211 ms,121.211 ms,121.211 ms,121.211 ms,1
2025-04-21T21:53:36.844808Z,2025-04-21T21:53:36.856387Z,11.579 ms,66.395 ms,11.579 ms,121.211 ms,2
2025-04-21T21:53:41.847038Z,2025-04-21T21:53:41.859136Z,12.097999999999999 ms,48.296 ms,11.579 ms,121.211 ms,3
2025-04-21T21:53:46.845078Z,2025-04-21T21:53:46.855656Z,10.578000000000001 ms,38.866499999999995 ms,10.578000000000001 ms,121.211 ms,4
2025-04-21T21:53:51.858851Z,2025-04-21T21:53:51.869362Z,10.511 ms,33.1954 ms,10.511 ms,121.211 ms,5
2025-04-21T21:53:56.849573Z,2025-04-21T21:53:56.860441Z,10.867999999999999 ms,29.47416666666666 ms,10.511 ms,121.211 ms,6
2025-04-21T21:54:01.860481Z,2025-04-21T21:54:01.871333Z,10.852 ms,26.813857142857138 ms,10.511 ms,121.211 ms,7
2025-04-21T21:54:06.855204Z,2025-04-21T21:54:06.865784Z,10.58 ms,24.784625 ms,10.511 ms,121.211 ms,8
2025-04-21T21:54:11.849326Z,2025-04-21T21:54:11.861270Z,11.943999999999999 ms,23.357888888888887 ms,10.511 ms,121.211 ms,9
2025-04-21T21:54:16.847057Z,2025-04-21T21:54:16.857619Z,10.562 ms,22.0783 ms,10.511 ms,121.211 ms,10
2025-04-21T21:54:21.848658Z,2025-04-21T21:54:21.859516Z,10.857999999999999 ms,21.058272727272726 ms,10.511 ms,121.211 ms,11
2025-04-21T21:54:26.844365Z,2025-04-21T21:54:26.854173Z,9.808000000000002 ms,20.12075 ms,9.808000000000002 ms,121.211 ms,12
2025-04-21T21:54:31.844995Z,2025-04-21T21:54:31.855067Z,10.072 ms,19.34776923076923 ms,9.808000000000002 ms,121.211 ms,13
2025-04-21T21:54:36.849995Z,2025-04-21T21:54:36.860660Z,10.665 ms,18.727571428571427 ms,9.808000000000002 ms,121.211 ms,14
2025-04-21T21:54:41.850698Z,2025-04-21T21:54:41.861213Z,10.515 ms,18.180066666666665 ms,9.808000000000002 ms,121.211 ms,15
2025-04-21T21:54:46.852944Z,2025-04-21T21:54:46.863132Z,10.187999999999999 ms,17.680562499999997 ms,9.808000000000002 ms,121.211 ms,16
2025-04-21T21:54:51.844402Z,2025-04-21T21:54:51.854976Z,10.574 ms,17.2625294117647 ms,9.808000000000002 ms,121.211 ms,17
2025-04-21T21:54:56.860994Z,2025-04-21T21:54:56.871656Z,10.661999999999999 ms,16.89583333333333 ms,9.808000000000002 ms,121.211 ms,18
2025-04-21T21:55:01.851605Z,2025-04-21T21:55:01.862655Z,11.05 ms,16.588157894736838 ms,9.808000000000002 ms,121.211 ms,19
2025-04-21T21:55:06.846004Z,2025-04-21T21:55:06.855827Z,9.823 ms,16.249899999999997 ms,9.808000000000002 ms,121.211 ms,20
2025-04-21T21:55:11.853128Z,2025-04-21T21:55:11.863862Z,10.734 ms,15.987238095238093 ms,9.808000000000002 ms,121.211 ms,21
2025-04-21T21:55:16.851883Z,2025-04-21T21:55:16.865275Z,13.392 ms,15.869272727272728 ms,9.808000000000002 ms,121.211 ms,22
