observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,iteration_execution_time,mean_execution_time,min_execution_time,max_execution_time,processed_notifications
2025-05-21T11:29:34.724053Z,2025-05-21T11:29:34.835282Z,2025-05-21T11:29:34.853470Z,129.417 ms,18.188 ms,18.188 ms,18.188 ms,18.188 ms,1
2025-05-21T11:29:39.721248Z,2025-05-21T11:29:39.725105Z,2025-05-21T11:29:39.735863Z,14.615 ms,10.758000000000001 ms,14.472999999999999 ms,10.758000000000001 ms,18.188 ms,2
2025-05-21T11:29:44.718507Z,2025-05-21T11:29:44.722189Z,2025-05-21T11:29:44.732169Z,13.662 ms,9.979999999999999 ms,12.975333333333333 ms,9.979999999999999 ms,18.188 ms,3
