observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-20T07:28:03.508492Z,2025-04-20T07:28:03.575000Z,66.508 ms,66.508 ms,66.508 ms,66.508 ms,1
2025-04-20T07:28:08.502829Z,2025-04-20T07:28:08.536000Z,33.171 ms,49.839499999999994 ms,33.171 ms,66.508 ms,2
2025-04-20T07:28:13.503676Z,2025-04-20T07:28:13.529000Z,25.323999999999998 ms,41.66766666666666 ms,25.323999999999998 ms,66.508 ms,3
2025-04-20T07:28:18.502524Z,2025-04-20T07:28:18.528000Z,25.476 ms,37.619749999999996 ms,25.323999999999998 ms,66.508 ms,4
2025-04-20T07:28:23.502588Z,2025-04-20T07:28:23.522000Z,19.412 ms,33.978199999999994 ms,19.412 ms,66.508 ms,5
2025-04-20T07:28:28.502902Z,2025-04-20T07:28:28.522000Z,19.098 ms,31.49816666666666 ms,19.098 ms,66.508 ms,6
2025-04-20T07:28:33.502730Z,2025-04-20T07:28:33.521000Z,18.270000000000003 ms,29.60842857142857 ms,18.270000000000003 ms,66.508 ms,7
2025-04-20T07:28:38.503937Z,2025-04-20T07:28:38.520000Z,16.063000000000002 ms,27.915249999999997 ms,16.063000000000002 ms,66.508 ms,8
2025-04-20T07:28:43.502815Z,2025-04-20T07:28:43.522000Z,19.185000000000002 ms,26.945222222222217 ms,16.063000000000002 ms,66.508 ms,9
2025-04-20T07:28:48.503891Z,2025-04-20T07:28:48.520000Z,16.108999999999998 ms,25.861599999999996 ms,16.063000000000002 ms,66.508 ms,10
2025-04-20T07:28:53.502714Z,2025-04-20T07:28:53.522000Z,19.286 ms,25.26381818181818 ms,16.063000000000002 ms,66.508 ms,11
2025-04-20T07:28:58.512698Z,2025-04-20T07:28:58.529000Z,16.302 ms,24.516999999999996 ms,16.063000000000002 ms,66.508 ms,12
2025-04-20T07:29:03.507333Z,2025-04-20T07:29:03.524000Z,16.667 ms,23.91315384615384 ms,16.063000000000002 ms,66.508 ms,13
2025-04-20T07:29:08.507922Z,2025-04-20T07:29:08.523000Z,15.078 ms,23.282071428571424 ms,15.078 ms,66.508 ms,14
2025-04-20T07:29:13.507498Z,2025-04-20T07:29:13.524000Z,16.502 ms,22.830066666666664 ms,15.078 ms,66.508 ms,15
2025-04-20T07:29:18.507880Z,2025-04-20T07:29:18.523000Z,15.12 ms,22.348187499999998 ms,15.078 ms,66.508 ms,16
2025-04-20T07:29:23.508432Z,2025-04-20T07:29:23.523000Z,14.568 ms,21.890529411764703 ms,14.568 ms,66.508 ms,17
2025-04-20T07:29:28.507479Z,2025-04-20T07:29:28.521000Z,13.521 ms,21.425555555555555 ms,13.521 ms,66.508 ms,18
2025-04-20T07:29:33.508118Z,2025-04-20T07:29:33.523000Z,14.882 ms,21.081157894736844 ms,13.521 ms,66.508 ms,19
2025-04-20T07:29:38.507442Z,2025-04-20T07:29:38.522000Z,14.558 ms,20.755000000000003 ms,13.521 ms,66.508 ms,20
2025-04-20T07:29:43.507388Z,2025-04-20T07:29:43.521000Z,13.612 ms,20.414857142857144 ms,13.521 ms,66.508 ms,21
2025-04-20T07:29:48.507382Z,2025-04-20T07:29:48.521000Z,13.618 ms,20.105909090909094 ms,13.521 ms,66.508 ms,22
2025-04-20T07:29:53.507634Z,2025-04-20T07:29:53.521000Z,13.366 ms,19.812869565217394 ms,13.366 ms,66.508 ms,23
2025-04-20T07:29:58.508022Z,2025-04-20T07:29:58.521000Z,12.978 ms,19.528083333333335 ms,12.978 ms,66.508 ms,24
2025-04-20T07:30:03.507928Z,2025-04-20T07:30:03.520000Z,12.072 ms,19.229840000000003 ms,12.072 ms,66.508 ms,25
2025-04-20T07:30:08.510186Z,2025-04-20T07:30:08.527000Z,16.814 ms,19.136923076923075 ms,12.072 ms,66.508 ms,26
2025-04-20T07:30:13.508252Z,2025-04-20T07:30:13.521000Z,12.748000000000001 ms,18.900296296296297 ms,12.072 ms,66.508 ms,27
