observed_at,notified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-20T07:28:03.508492Z,2025-04-20T07:28:03.613298Z,104.806 ms,104.806 ms,104.806 ms,104.806 ms,1
2025-04-20T07:28:08.502829Z,2025-04-20T07:28:08.568088Z,65.259 ms,85.0325 ms,65.259 ms,104.806 ms,2
2025-04-20T07:28:13.503676Z,2025-04-20T07:28:13.561229Z,57.553 ms,75.87266666666666 ms,57.553 ms,104.806 ms,3
2025-04-20T07:28:18.502524Z,2025-04-20T07:28:18.553698Z,51.174 ms,69.698 ms,51.174 ms,104.806 ms,4
2025-04-20T07:28:23.502588Z,2025-04-20T07:28:23.548357Z,45.769 ms,64.9122 ms,45.769 ms,104.806 ms,5
2025-04-20T07:28:28.502902Z,2025-04-20T07:28:28.541599Z,38.697 ms,60.54299999999999 ms,38.697 ms,104.806 ms,6
2025-04-20T07:28:33.502730Z,2025-04-20T07:28:33.541538Z,38.808 ms,57.437999999999995 ms,38.697 ms,104.806 ms,7
2025-04-20T07:28:38.503937Z,2025-04-20T07:28:38.547635Z,43.698 ms,55.7205 ms,38.697 ms,104.806 ms,8
2025-04-20T07:28:43.502815Z,2025-04-20T07:28:43.538663Z,35.848 ms,53.51244444444445 ms,35.848 ms,104.806 ms,9
2025-04-20T07:28:48.503891Z,2025-04-20T07:28:48.542915Z,39.024 ms,52.0636 ms,35.848 ms,104.806 ms,10
2025-04-20T07:28:53.502714Z,2025-04-20T07:28:53.543321Z,40.607 ms,51.022090909090906 ms,35.848 ms,104.806 ms,11
2025-04-20T07:28:58.512698Z,2025-04-20T07:28:58.549154Z,36.456 ms,49.80825 ms,35.848 ms,104.806 ms,12
2025-04-20T07:29:03.507333Z,2025-04-20T07:29:03.543851Z,36.518 ms,48.78592307692308 ms,35.848 ms,104.806 ms,13
2025-04-20T07:29:08.507922Z,2025-04-20T07:29:08.540996Z,33.074 ms,47.66364285714286 ms,33.074 ms,104.806 ms,14
2025-04-20T07:29:13.507498Z,2025-04-20T07:29:13.541520Z,34.022 ms,46.754200000000004 ms,33.074 ms,104.806 ms,15
2025-04-20T07:29:18.507880Z,2025-04-20T07:29:18.542630Z,34.75 ms,46.003937500000006 ms,33.074 ms,104.806 ms,16
2025-04-20T07:29:23.508432Z,2025-04-20T07:29:23.548202Z,39.77 ms,45.63723529411765 ms,33.074 ms,104.806 ms,17
2025-04-20T07:29:28.507479Z,2025-04-20T07:29:28.540411Z,32.932 ms,44.9313888888889 ms,32.932 ms,104.806 ms,18
2025-04-20T07:29:33.508118Z,2025-04-20T07:29:33.536857Z,28.739 ms,44.07915789473684 ms,28.739 ms,104.806 ms,19
2025-04-20T07:29:38.507442Z,2025-04-20T07:29:38.537121Z,29.679000000000002 ms,43.35915 ms,28.739 ms,104.806 ms,20
2025-04-20T07:29:43.507388Z,2025-04-20T07:29:43.536445Z,29.057 ms,42.67809523809524 ms,28.739 ms,104.806 ms,21
2025-04-20T07:29:48.507382Z,2025-04-20T07:29:48.534633Z,27.251 ms,41.97686363636364 ms,27.251 ms,104.806 ms,22
2025-04-20T07:29:53.507634Z,2025-04-20T07:29:53.538826Z,31.192 ms,41.50795652173913 ms,27.251 ms,104.806 ms,23
