observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-26T09:08:11.953247Z,2025-04-26T09:08:11.954720Z,1.4729999999999999 ms,1.4729999999999999 ms,1.4729999999999999 ms,1.4729999999999999 ms,1
2025-04-26T09:08:26.284504Z,2025-04-26T09:08:26.285619Z,1.1150000000000002 ms,1.294 ms,1.1150000000000002 ms,1.4729999999999999 ms,2
2025-04-26T09:08:40.275199Z,2025-04-26T09:08:40.276319Z,1.1199999999999999 ms,1.236 ms,1.1150000000000002 ms,1.4729999999999999 ms,3
2025-04-26T09:08:40.357926Z,2025-04-26T09:08:40.359097Z,1.171 ms,1.21975 ms,1.1150000000000002 ms,1.4729999999999999 ms,4
2025-04-26T09:08:40.447564Z,2025-04-26T09:08:40.448758Z,1.194 ms,1.2146 ms,1.1150000000000002 ms,1.4729999999999999 ms,5
2025-04-26T09:08:40.525683Z,2025-04-26T09:08:40.529405Z,3.722 ms,1.6325 ms,1.1150000000000002 ms,3.722 ms,6
2025-04-26T09:08:40.613789Z,2025-04-26T09:08:40.615099Z,1.31 ms,1.5864285714285715 ms,1.1150000000000002 ms,3.722 ms,7
2025-04-26T09:08:40.713506Z,2025-04-26T09:08:40.714893Z,1.387 ms,1.5614999999999999 ms,1.1150000000000002 ms,3.722 ms,8
2025-04-26T09:08:40.791465Z,2025-04-26T09:08:40.792657Z,1.192 ms,1.5204444444444445 ms,1.1150000000000002 ms,3.722 ms,9
2025-04-26T09:08:40.853322Z,2025-04-26T09:08:40.854600Z,1.278 ms,1.4962 ms,1.1150000000000002 ms,3.722 ms,10
2025-04-26T09:08:40.912155Z,2025-04-26T09:08:40.917118Z,4.963 ms,1.811363636363636 ms,1.1150000000000002 ms,4.963 ms,11
2025-04-26T09:08:40.973779Z,2025-04-26T09:08:40.975086Z,1.307 ms,1.769333333333333 ms,1.1150000000000002 ms,4.963 ms,12
2025-04-26T09:08:41.032793Z,2025-04-26T09:08:41.034040Z,1.247 ms,1.729153846153846 ms,1.1150000000000002 ms,4.963 ms,13
2025-04-26T09:08:41.089078Z,2025-04-26T09:08:41.090350Z,1.272 ms,1.6965 ms,1.1150000000000002 ms,4.963 ms,14
2025-04-26T09:08:41.143337Z,2025-04-26T09:08:41.144526Z,1.189 ms,1.6626666666666665 ms,1.1150000000000002 ms,4.963 ms,15
2025-04-26T09:08:41.200283Z,2025-04-26T09:08:41.205275Z,4.992 ms,1.8707499999999997 ms,1.1150000000000002 ms,4.992 ms,16
2025-04-26T09:08:41.252965Z,2025-04-26T09:08:41.254225Z,1.26 ms,1.8348235294117645 ms,1.1150000000000002 ms,4.992 ms,17
2025-04-26T09:08:41.307391Z,2025-04-26T09:08:41.308534Z,1.143 ms,1.7963888888888886 ms,1.1150000000000002 ms,4.992 ms,18
2025-04-26T09:08:41.375506Z,2025-04-26T09:08:41.376683Z,1.177 ms,1.7637894736842101 ms,1.1150000000000002 ms,4.992 ms,19
2025-04-26T09:08:41.431456Z,2025-04-26T09:08:41.432928Z,1.472 ms,1.7491999999999999 ms,1.1150000000000002 ms,4.992 ms,20
2025-04-26T09:08:41.483440Z,2025-04-26T09:08:41.492810Z,9.37 ms,2.1120952380952374 ms,1.1150000000000002 ms,9.37 ms,21
2025-04-26T09:08:41.537112Z,2025-04-26T09:08:41.538319Z,1.2069999999999999 ms,2.070954545454545 ms,1.1150000000000002 ms,9.37 ms,22
2025-04-26T09:08:41.588150Z,2025-04-26T09:08:41.589247Z,1.0970000000000002 ms,2.0286086956521734 ms,1.0970000000000002 ms,9.37 ms,23
2025-04-26T09:08:41.639451Z,2025-04-26T09:08:41.640593Z,1.142 ms,1.9916666666666663 ms,1.0970000000000002 ms,9.37 ms,24
2025-04-26T09:08:41.689976Z,2025-04-26T09:08:41.691092Z,1.116 ms,1.9566399999999995 ms,1.0970000000000002 ms,9.37 ms,25
2025-04-26T09:08:41.735274Z,2025-04-26T09:08:41.740010Z,4.736 ms,2.0635384615384607 ms,1.0970000000000002 ms,9.37 ms,26
2025-04-26T09:08:41.783153Z,2025-04-26T09:08:41.784365Z,1.212 ms,2.0319999999999996 ms,1.0970000000000002 ms,9.37 ms,27
2025-04-26T09:08:41.830160Z,2025-04-26T09:08:41.831232Z,1.072 ms,1.9977142857142853 ms,1.072 ms,9.37 ms,28
2025-04-26T09:08:41.892296Z,2025-04-26T09:08:41.893527Z,1.231 ms,1.971275862068965 ms,1.072 ms,9.37 ms,29
2025-04-26T09:08:41.944394Z,2025-04-26T09:08:41.945580Z,1.186 ms,1.9450999999999996 ms,1.072 ms,9.37 ms,30
2025-04-26T09:08:41.991295Z,2025-04-26T09:08:41.996107Z,4.812 ms,2.03758064516129 ms,1.072 ms,9.37 ms,31
2025-04-26T09:08:42.040711Z,2025-04-26T09:08:42.041857Z,1.1460000000000001 ms,2.0097187499999993 ms,1.072 ms,9.37 ms,32
2025-04-26T09:08:42.087878Z,2025-04-26T09:08:42.089042Z,1.1640000000000001 ms,1.9840909090909085 ms,1.072 ms,9.37 ms,33
2025-04-26T09:08:42.139139Z,2025-04-26T09:08:42.140268Z,1.129 ms,1.9589411764705877 ms,1.072 ms,9.37 ms,34
2025-04-26T09:08:42.187189Z,2025-04-26T09:08:42.188312Z,1.123 ms,1.9350571428571424 ms,1.072 ms,9.37 ms,35
2025-04-26T09:08:42.235982Z,2025-04-26T09:08:42.240605Z,4.623 ms,2.009722222222222 ms,1.072 ms,9.37 ms,36
2025-04-26T09:08:42.283043Z,2025-04-26T09:08:42.284310Z,1.267 ms,1.9896486486486484 ms,1.072 ms,9.37 ms,37
2025-04-26T09:08:42.330635Z,2025-04-26T09:08:42.331969Z,1.3339999999999999 ms,1.9723947368421049 ms,1.072 ms,9.37 ms,38
2025-04-26T09:08:42.390050Z,2025-04-26T09:08:42.391245Z,1.195 ms,1.9524615384615382 ms,1.072 ms,9.37 ms,39
2025-04-26T09:08:42.435016Z,2025-04-26T09:08:42.436233Z,1.217 ms,1.9340749999999998 ms,1.072 ms,9.37 ms,40
2025-04-26T09:08:42.481249Z,2025-04-26T09:08:42.485876Z,4.627 ms,1.9997560975609754 ms,1.072 ms,9.37 ms,41
2025-04-26T09:08:42.526423Z,2025-04-26T09:08:42.527875Z,1.452 ms,1.9867142857142852 ms,1.072 ms,9.37 ms,42
2025-04-26T09:08:42.575713Z,2025-04-26T09:08:42.576950Z,1.237 ms,1.9692790697674418 ms,1.072 ms,9.37 ms,43
2025-04-26T09:08:42.620396Z,2025-04-26T09:08:42.621652Z,1.256 ms,1.9530681818181814 ms,1.072 ms,9.37 ms,44
2025-04-26T09:08:42.668029Z,2025-04-26T09:08:42.669098Z,1.0690000000000002 ms,1.933422222222222 ms,1.0690000000000002 ms,9.37 ms,45
2025-04-26T09:08:42.712623Z,2025-04-26T09:08:42.717671Z,5.048 ms,2.001130434782608 ms,1.0690000000000002 ms,9.37 ms,46
2025-04-26T09:08:42.759645Z,2025-04-26T09:08:42.760808Z,1.163 ms,1.9832978723404249 ms,1.0690000000000002 ms,9.37 ms,47
2025-04-26T09:08:42.804704Z,2025-04-26T09:08:42.805913Z,1.209 ms,1.967166666666666 ms,1.0690000000000002 ms,9.37 ms,48
2025-04-26T09:08:42.858183Z,2025-04-26T09:08:42.859593Z,1.41 ms,1.9557959183673463 ms,1.0690000000000002 ms,9.37 ms,49
2025-04-26T09:08:42.903002Z,2025-04-26T09:08:42.904209Z,1.2069999999999999 ms,1.9408199999999995 ms,1.0690000000000002 ms,9.37 ms,50
2025-04-26T09:08:42.947305Z,2025-04-26T09:08:42.953020Z,5.715 ms,2.014823529411764 ms,1.0690000000000002 ms,9.37 ms,51
2025-04-26T09:08:42.995605Z,2025-04-26T09:08:42.996828Z,1.2229999999999999 ms,1.9995961538461535 ms,1.0690000000000002 ms,9.37 ms,52
2025-04-26T09:08:43.042911Z,2025-04-26T09:08:43.044064Z,1.153 ms,1.9836226415094336 ms,1.0690000000000002 ms,9.37 ms,53
2025-04-26T09:08:43.087403Z,2025-04-26T09:08:43.088561Z,1.158 ms,1.9683333333333328 ms,1.0690000000000002 ms,9.37 ms,54
2025-04-26T09:08:43.132269Z,2025-04-26T09:08:43.133440Z,1.171 ms,1.9538363636363631 ms,1.0690000000000002 ms,9.37 ms,55
2025-04-26T09:08:43.174820Z,2025-04-26T09:08:43.180063Z,5.243 ms,2.0125714285714285 ms,1.0690000000000002 ms,9.37 ms,56
2025-04-26T09:08:43.218623Z,2025-04-26T09:08:43.219756Z,1.1329999999999998 ms,1.9971403508771923 ms,1.0690000000000002 ms,9.37 ms,57
2025-04-26T09:08:43.261250Z,2025-04-26T09:08:43.262324Z,1.074 ms,1.9812241379310345 ms,1.0690000000000002 ms,9.37 ms,58
2025-04-26T09:08:43.314674Z,2025-04-26T09:08:43.315798Z,1.124 ms,1.9666949152542372 ms,1.0690000000000002 ms,9.37 ms,59
2025-04-26T09:08:43.357772Z,2025-04-26T09:08:43.358901Z,1.129 ms,1.9527333333333332 ms,1.0690000000000002 ms,9.37 ms,60
2025-04-26T09:08:43.404023Z,2025-04-26T09:08:43.409458Z,5.435 ms,2.009819672131147 ms,1.0690000000000002 ms,9.37 ms,61
2025-04-26T09:08:43.448127Z,2025-04-26T09:08:43.449391Z,1.264 ms,1.997790322580645 ms,1.0690000000000002 ms,9.37 ms,62
2025-04-26T09:08:47.231414Z,2025-04-26T09:08:47.232437Z,1.0230000000000001 ms,1.9823174603174598 ms,1.0230000000000001 ms,9.37 ms,63
2025-04-26T09:08:47.270265Z,2025-04-26T09:08:47.271456Z,1.191 ms,1.969953125 ms,1.0230000000000001 ms,9.37 ms,64
2025-04-26T09:08:47.310895Z,2025-04-26T09:08:47.311957Z,1.062 ms,1.9559846153846152 ms,1.0230000000000001 ms,9.37 ms,65
2025-04-26T09:08:47.349625Z,2025-04-26T09:08:47.354389Z,4.764 ms,1.9985303030303028 ms,1.0230000000000001 ms,9.37 ms,66
2025-04-26T09:08:47.389447Z,2025-04-26T09:08:47.390695Z,1.248 ms,1.9873283582089551 ms,1.0230000000000001 ms,9.37 ms,67
2025-04-26T09:08:47.430501Z,2025-04-26T09:08:47.431560Z,1.059 ms,1.9736764705882353 ms,1.0230000000000001 ms,9.37 ms,68
2025-04-26T09:08:47.483243Z,2025-04-26T09:08:47.484369Z,1.1260000000000001 ms,1.961391304347826 ms,1.0230000000000001 ms,9.37 ms,69
2025-04-26T09:08:47.521573Z,2025-04-26T09:08:47.522793Z,1.22 ms,1.9507999999999996 ms,1.0230000000000001 ms,9.37 ms,70
2025-04-26T09:08:47.562468Z,2025-04-26T09:08:47.567510Z,5.042 ms,1.9943380281690135 ms,1.0230000000000001 ms,9.37 ms,71
2025-04-26T09:08:47.601628Z,2025-04-26T09:08:47.602841Z,1.213 ms,1.9834861111111108 ms,1.0230000000000001 ms,9.37 ms,72
2025-04-26T09:08:47.641401Z,2025-04-26T09:08:47.642605Z,1.204 ms,1.9728082191780818 ms,1.0230000000000001 ms,9.37 ms,73
2025-04-26T09:08:47.679908Z,2025-04-26T09:08:47.681057Z,1.149 ms,1.9616756756756755 ms,1.0230000000000001 ms,9.37 ms,74
2025-04-26T09:08:47.717842Z,2025-04-26T09:08:47.718970Z,1.1280000000000001 ms,1.9505599999999996 ms,1.0230000000000001 ms,9.37 ms,75
2025-04-26T09:08:47.755335Z,2025-04-26T09:08:47.760567Z,5.231999999999999 ms,1.9937368421052626 ms,1.0230000000000001 ms,9.37 ms,76
2025-04-26T09:08:47.797123Z,2025-04-26T09:08:47.798435Z,1.312 ms,1.9848831168831167 ms,1.0230000000000001 ms,9.37 ms,77
2025-04-26T09:08:47.836341Z,2025-04-26T09:08:47.837590Z,1.2489999999999999 ms,1.9754487179487177 ms,1.0230000000000001 ms,9.37 ms,78
2025-04-26T09:08:47.884641Z,2025-04-26T09:08:47.885847Z,1.206 ms,1.9657088607594937 ms,1.0230000000000001 ms,9.37 ms,79
2025-04-26T09:08:47.925071Z,2025-04-26T09:08:47.926273Z,1.202 ms,1.9561624999999998 ms,1.0230000000000001 ms,9.37 ms,80
2025-04-26T09:08:47.967774Z,2025-04-26T09:08:47.985814Z,18.04 ms,2.154728395061728 ms,1.0230000000000001 ms,18.04 ms,81
2025-04-26T09:08:48.021031Z,2025-04-26T09:08:48.022302Z,1.271 ms,2.143951219512195 ms,1.0230000000000001 ms,18.04 ms,82
2025-04-26T09:08:48.056389Z,2025-04-26T09:08:48.057537Z,1.148 ms,2.1319518072289156 ms,1.0230000000000001 ms,18.04 ms,83
2025-04-26T09:08:48.091474Z,2025-04-26T09:08:48.092678Z,1.204 ms,2.1209047619047623 ms,1.0230000000000001 ms,18.04 ms,84
2025-04-26T09:08:48.131006Z,2025-04-26T09:08:48.132118Z,1.1119999999999999 ms,2.109035294117647 ms,1.0230000000000001 ms,18.04 ms,85
2025-04-26T09:08:48.171506Z,2025-04-26T09:08:48.176089Z,4.583 ms,2.1378023255813954 ms,1.0230000000000001 ms,18.04 ms,86
2025-04-26T09:08:48.210667Z,2025-04-26T09:08:48.211844Z,1.177 ms,2.1267586206896554 ms,1.0230000000000001 ms,18.04 ms,87
2025-04-26T09:08:48.248705Z,2025-04-26T09:08:48.249920Z,1.2149999999999999 ms,2.1163977272727275 ms,1.0230000000000001 ms,18.04 ms,88
2025-04-26T09:08:48.301724Z,2025-04-26T09:08:48.302928Z,1.204 ms,2.1061460674157306 ms,1.0230000000000001 ms,18.04 ms,89
2025-04-26T09:08:48.340181Z,2025-04-26T09:08:48.341268Z,1.087 ms,2.0948222222222226 ms,1.0230000000000001 ms,18.04 ms,90
2025-04-26T09:08:48.380631Z,2025-04-26T09:08:48.385326Z,4.695 ms,2.123395604395605 ms,1.0230000000000001 ms,18.04 ms,91
2025-04-26T09:08:48.421093Z,2025-04-26T09:08:48.422277Z,1.184 ms,2.113184782608696 ms,1.0230000000000001 ms,18.04 ms,92
2025-04-26T09:08:48.460898Z,2025-04-26T09:08:48.462119Z,1.221 ms,2.103591397849463 ms,1.0230000000000001 ms,18.04 ms,93
2025-04-26T09:08:48.499488Z,2025-04-26T09:08:48.500664Z,1.176 ms,2.0937234042553197 ms,1.0230000000000001 ms,18.04 ms,94
2025-04-26T09:08:48.536819Z,2025-04-26T09:08:48.537947Z,1.1280000000000001 ms,2.0835578947368427 ms,1.0230000000000001 ms,18.04 ms,95
2025-04-26T09:08:48.574563Z,2025-04-26T09:08:48.578733Z,4.17 ms,2.105291666666667 ms,1.0230000000000001 ms,18.04 ms,96
2025-04-26T09:08:48.611261Z,2025-04-26T09:08:48.612563Z,1.302 ms,2.097010309278351 ms,1.0230000000000001 ms,18.04 ms,97
2025-04-26T09:08:48.648512Z,2025-04-26T09:08:48.649751Z,1.239 ms,2.0882551020408164 ms,1.0230000000000001 ms,18.04 ms,98
2025-04-26T09:08:48.696607Z,2025-04-26T09:08:48.697700Z,1.093 ms,2.0782020202020206 ms,1.0230000000000001 ms,18.04 ms,99
2025-04-26T09:08:48.733395Z,2025-04-26T09:08:48.734619Z,1.224 ms,2.0696600000000007 ms,1.0230000000000001 ms,18.04 ms,100
2025-04-26T09:08:48.771444Z,2025-04-26T09:08:48.776552Z,5.108 ms,2.099742574257426 ms,1.0230000000000001 ms,18.04 ms,101
2025-04-26T09:08:48.809481Z,2025-04-26T09:08:48.810715Z,1.234 ms,2.091254901960785 ms,1.0230000000000001 ms,18.04 ms,102
2025-04-26T09:08:48.845857Z,2025-04-26T09:08:48.846986Z,1.129 ms,2.0819126213592236 ms,1.0230000000000001 ms,18.04 ms,103
2025-04-26T09:08:48.881415Z,2025-04-26T09:08:48.882918Z,1.503 ms,2.0763461538461545 ms,1.0230000000000001 ms,18.04 ms,104
2025-04-26T09:08:48.918752Z,2025-04-26T09:08:48.919886Z,1.1340000000000001 ms,2.067371428571429 ms,1.0230000000000001 ms,18.04 ms,105
2025-04-26T09:08:48.956030Z,2025-04-26T09:08:48.960599Z,4.569 ms,2.090971698113208 ms,1.0230000000000001 ms,18.04 ms,106
2025-04-26T09:08:49.003456Z,2025-04-26T09:08:49.004521Z,1.065 ms,2.081383177570094 ms,1.0230000000000001 ms,18.04 ms,107
2025-04-26T09:08:49.041507Z,2025-04-26T09:08:49.042660Z,1.153 ms,2.0727870370370374 ms,1.0230000000000001 ms,18.04 ms,108
2025-04-26T09:08:49.093939Z,2025-04-26T09:08:49.095097Z,1.158 ms,2.064394495412844 ms,1.0230000000000001 ms,18.04 ms,109
2025-04-26T09:08:49.131963Z,2025-04-26T09:08:49.133182Z,1.219 ms,2.056709090909091 ms,1.0230000000000001 ms,18.04 ms,110
2025-04-26T09:08:49.170197Z,2025-04-26T09:08:49.175953Z,5.756 ms,2.0900360360360364 ms,1.0230000000000001 ms,18.04 ms,111
2025-04-26T09:08:49.211771Z,2025-04-26T09:08:49.212988Z,1.217 ms,2.0822410714285717 ms,1.0230000000000001 ms,18.04 ms,112
2025-04-26T09:08:49.248332Z,2025-04-26T09:08:49.249487Z,1.155 ms,2.0740353982300888 ms,1.0230000000000001 ms,18.04 ms,113
2025-04-26T09:08:49.286352Z,2025-04-26T09:08:49.287491Z,1.139 ms,2.0658333333333334 ms,1.0230000000000001 ms,18.04 ms,114
