current_time,start_time,throughput_records,throughput_bytes,throughput_interval
2025-01-11 23:50:07.131863+00:00,2025-01-11 23:50:11.044688+00:00,0.2555697251316534,366.23141611365935,3.912826527026482
2025-01-11 23:50:11.044688+00:00,2025-01-11 23:50:12.044868+00:00,824.8514409157314,1182657.9985059784,1.0001801040489227
2025-01-11 23:50:12.044868+00:00,2025-01-11 23:50:13.045707+00:00,975.1811968936632,1398210.0041330347,1.0008396420162171
2025-01-11 23:50:13.045707+00:00,2025-01-11 23:50:14.045798+00:00,1118.8977785962734,1604269.435517711,1.0000913590192795
2025-01-11 23:50:14.045798+00:00,2025-01-11 23:50:15.046396+00:00,1068.362209147379,1531805.5427543225,1.0005969799822196
2025-01-11 23:50:15.046396+00:00,2025-01-11 23:50:16.046723+00:00,1197.6075811602234,1717121.3526190459,1.0003276689676568
2025-01-11 23:50:16.046723+00:00,2025-01-11 23:50:17.047323+00:00,1165.301287624482,1670796.1938662382,1.0005995980463922
2025-01-11 23:50:17.047323+00:00,2025-01-11 23:50:18.048033+00:00,1257.1066887945212,1802431.1763584607,1.0007106089033186
2025-01-11 23:50:18.048033+00:00,2025-01-11 23:50:19.048533+00:00,1187.4062825234973,1702490.7340792418,1.0005000120727345
2025-01-11 23:50:19.048533+00:00,2025-01-11 23:50:20.049211+00:00,1169.207532186903,1676403.763713519,1.0006777819944546
2025-01-11 23:50:20.049211+00:00,2025-01-11 23:50:21.049960+00:00,1217.0881673209747,1745050.622090577,1.0007491919677705
2025-01-11 23:50:21.049960+00:00,2025-01-11 23:50:22.050291+00:00,1282.5763713547144,1838948.604352138,1.0003302950644866
2025-01-11 23:50:22.050291+00:00,2025-01-11 23:50:23.050762+00:00,1253.4090765938238,1797128.7383555477,1.0004714529495686
2025-01-11 23:50:23.050762+00:00,2025-01-11 23:50:24.051390+00:00,1282.1950161664224,1838397.822586886,1.0006278170039877
2025-01-11 23:50:24.051390+00:00,2025-01-11 23:50:25.051653+00:00,1266.6664576394799,1816136.7694907212,1.000263322959654
2025-01-11 23:50:25.051653+00:00,2025-01-11 23:50:26.052389+00:00,1268.0664748296367,1818140.5213211605,1.0007361799944192
2025-01-11 23:50:26.052389+00:00,2025-01-11 23:50:27.052937+00:00,1234.3237090339396,1769760.3411317149,1.0005479040555656
2025-01-11 23:50:27.052937+00:00,2025-01-11 23:50:28.053392+00:00,1289.4137744463837,1848754.4729822937,1.0004546450218186
2025-01-11 23:50:28.053392+00:00,2025-01-11 23:50:29.053493+00:00,1274.8714216336787,1827900.6453468262,1.0001008559484035
2025-01-11 23:50:29.053493+00:00,2025-01-11 23:50:30.054206+00:00,1285.0827721437117,1842538.887829138,1.0007137500215322
2025-01-11 23:50:30.054206+00:00,2025-01-11 23:50:31.054436+00:00,1282.7058434451667,1839131.2411746583,1.0002293250290677
2025-01-11 23:50:31.054436+00:00,2025-01-11 23:50:32.054586+00:00,1275.8083277214707,1829248.1811582823,1.0001502359518781
2025-01-11 23:50:32.054586+00:00,2025-01-11 23:50:33.054955+00:00,1292.5230124929235,1853208.0995178123,1.0003690359881148
2025-01-11 23:50:33.054955+00:00,2025-01-11 23:50:34.055375+00:00,1289.4781662793769,1848841.7996656378,1.0004046859685332
2025-01-11 23:50:34.055375+00:00,2025-01-11 23:50:35.056039+00:00,1252.168585069416,1795349.9235097994,1.0006639800267294
2025-01-11 23:50:35.056039+00:00,2025-01-11 23:50:36.056391+00:00,1262.536213564475,1810217.0257260995,1.0003673450555652
2025-01-11 23:50:36.056391+00:00,2025-01-11 23:50:37.057004+00:00,1270.221811387614,1821228.2428413455,1.0006126399384812
2025-01-11 23:50:37.057004+00:00,2025-01-11 23:50:38.057771+00:00,1173.0998334931692,1681985.3452496147,1.0007673400687054
2025-01-11 23:50:38.057771+00:00,2025-01-11 23:50:39.057900+00:00,1288.8337469827368,1847917.627997383,1.000128994928673
2025-01-11 23:50:39.057900+00:00,2025-01-11 23:50:40.058464+00:00,1238.3014889931555,1775464.4817963804,1.0005640879971907
2025-01-11 23:50:40.058464+00:00,2025-01-11 23:50:41.058507+00:00,1242.9462934589108,1782124.9960539483,1.0000432090600953
2025-01-11 23:50:41.058507+00:00,2025-01-11 23:50:42.058640+00:00,1272.8317724407073,1824979.7961712491,1.0001321679446846
2025-01-11 23:50:42.058640+00:00,2025-01-11 23:50:43.059298+00:00,1285.1538212014545,1842641.756602961,1.0006584260845557
2025-01-11 23:50:43.059298+00:00,2025-01-11 23:50:44.059324+00:00,1270.9672954986888,1822297.1086925748,1.0000257319770753
2025-01-11 23:50:44.059324+00:00,2025-01-11 23:50:45.060020+00:00,1286.10516657697,1844009.9931222354,1.000695770024322
2025-01-11 23:50:45.060020+00:00,2025-01-11 23:50:46.060156+00:00,1164.8413579762134,1670137.5407003758,1.000136191956699
2025-01-11 23:50:46.060156+00:00,2025-01-11 23:50:47.060403+00:00,1215.699471848833,1743063.1044174416,1.000247205956839
2025-01-11 23:50:47.060403+00:00,2025-01-11 23:50:48.060992+00:00,1257.2593610199046,1802650.0767757825,1.0005890900501981
2025-01-11 23:50:48.060992+00:00,2025-01-11 23:50:49.061825+00:00,1162.03195994317,1666107.036152568,1.0008330580312759
2025-01-11 23:50:49.061825+00:00,2025-01-11 23:50:50.062151+00:00,1225.600205598015,1757257.7773299874,1.000326202949509
2025-01-11 23:50:50.062151+00:00,2025-01-11 23:50:51.062586+00:00,1258.4530397671597,1804361.7719805634,1.000434629037045
