observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-19T22:08:57.165143Z,2025-04-19T22:08:56.754596Z,2025-04-19T22:08:57.315827Z,150.68400000000003 ms,150.68400000000003 ms,150.68400000000003 ms,150.68400000000003 ms,561.231 ms,561.231 ms,561.231 ms,561.231 ms,1
2025-04-19T22:09:02.813797Z,2025-04-19T22:09:02.358289Z,2025-04-19T22:09:02.925732Z,111.935 ms,131.3095 ms,111.935 ms,150.68400000000003 ms,567.443 ms,564.3370000000001 ms,561.231 ms,567.443 ms,2
2025-04-19T22:09:08.331699Z,2025-04-19T22:09:07.964642Z,2025-04-19T22:09:08.405388Z,73.68900000000001 ms,112.10266666666668 ms,73.68900000000001 ms,150.68400000000003 ms,440.74600000000004 ms,523.1400000000001 ms,440.74600000000004 ms,567.443 ms,3
2025-04-19T22:09:13.779496Z,2025-04-19T22:09:13.438354Z,2025-04-19T22:09:13.847453Z,67.95700000000001 ms,101.06625000000001 ms,67.95700000000001 ms,150.68400000000003 ms,409.099 ms,494.6297500000001 ms,409.099 ms,567.443 ms,4
2025-04-19T22:09:19.190225Z,2025-04-19T22:09:18.879026Z,2025-04-19T22:09:19.260393Z,70.16799999999999 ms,94.88660000000002 ms,67.95700000000001 ms,150.68400000000003 ms,381.367 ms,471.9772000000001 ms,381.367 ms,567.443 ms,5
2025-04-19T22:09:24.646807Z,2025-04-19T22:09:24.290139Z,2025-04-19T22:09:24.708206Z,61.399 ms,89.30533333333335 ms,61.399 ms,150.68400000000003 ms,418.067 ms,462.9921666666668 ms,381.367 ms,567.443 ms,6
2025-04-19T22:09:30.075029Z,2025-04-19T22:09:29.738296Z,2025-04-19T22:09:30.139275Z,64.246 ms,85.7254285714286 ms,61.399 ms,150.68400000000003 ms,400.979 ms,454.13314285714296 ms,381.367 ms,567.443 ms,7
2025-04-19T22:09:35.491666Z,2025-04-19T22:09:35.167078Z,2025-04-19T22:09:35.551550Z,59.884 ms,82.49525000000003 ms,59.884 ms,150.68400000000003 ms,384.472 ms,445.4255000000001 ms,381.367 ms,567.443 ms,8
2025-04-19T22:09:40.953538Z,2025-04-19T22:09:40.582316Z,2025-04-19T22:09:41.028869Z,75.33099999999999 ms,81.69922222222225 ms,59.884 ms,150.68400000000003 ms,446.553 ms,445.55077777777785 ms,381.367 ms,567.443 ms,9
2025-04-19T22:09:46.369587Z,2025-04-19T22:09:46.058275Z,2025-04-19T22:09:46.419956Z,50.369 ms,78.56620000000002 ms,50.369 ms,150.68400000000003 ms,361.681 ms,437.1638000000001 ms,361.681 ms,567.443 ms,10
2025-04-19T22:09:51.844410Z,2025-04-19T22:09:51.450297Z,2025-04-19T22:09:51.907973Z,63.562999999999995 ms,77.20227272727274 ms,50.369 ms,150.68400000000003 ms,457.67600000000004 ms,439.02854545454557 ms,361.681 ms,567.443 ms,11
2025-04-19T22:09:57.277918Z,2025-04-19T22:09:56.938264Z,2025-04-19T22:09:57.334988Z,57.07 ms,75.52458333333335 ms,50.369 ms,150.68400000000003 ms,396.72400000000005 ms,435.50316666666674 ms,361.681 ms,567.443 ms,12
2025-04-19T22:10:02.732434Z,2025-04-19T22:10:02.366310Z,2025-04-19T22:10:02.784626Z,52.192 ms,73.72976923076925 ms,50.369 ms,150.68400000000003 ms,418.31600000000003 ms,434.181076923077 ms,361.681 ms,567.443 ms,13
2025-04-19T22:10:08.132818Z,2025-04-19T22:10:07.810300Z,2025-04-19T22:10:08.188984Z,56.166000000000004 ms,72.47521428571432 ms,50.369 ms,150.68400000000003 ms,378.684 ms,430.21700000000004 ms,361.681 ms,567.443 ms,14
