observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-22T09:20:42.184214Z,2025-04-22T09:20:41.622392Z,2025-04-22T09:20:42.341692Z,157.478 ms,157.478 ms,157.478 ms,157.478 ms,719.3000000000001 ms,719.3000000000001 ms,719.3000000000001 ms,719.3000000000001 ms,1
2025-04-22T09:20:47.830806Z,2025-04-22T09:20:47.390289Z,2025-04-22T09:20:47.917421Z,86.615 ms,122.04650000000001 ms,86.615 ms,157.478 ms,527.1320000000001 ms,623.216 ms,527.1320000000001 ms,719.3000000000001 ms,2
2025-04-22T09:20:53.393676Z,2025-04-22T09:20:52.958298Z,2025-04-22T09:20:53.463069Z,69.393 ms,104.49533333333333 ms,69.393 ms,157.478 ms,504.77099999999996 ms,583.7343333333332 ms,504.77099999999996 ms,719.3000000000001 ms,3
2025-04-22T09:20:58.905804Z,2025-04-22T09:20:58.494304Z,2025-04-22T09:20:58.972395Z,66.591 ms,95.01925 ms,66.591 ms,157.478 ms,478.091 ms,557.3235 ms,478.091 ms,719.3000000000001 ms,4
2025-04-22T09:21:04.453335Z,2025-04-22T09:21:04.002320Z,2025-04-22T09:21:04.508636Z,55.301 ms,87.07560000000001 ms,55.301 ms,157.478 ms,506.316 ms,547.122 ms,478.091 ms,719.3000000000001 ms,5
2025-04-22T09:21:09.991083Z,2025-04-22T09:21:09.538995Z,2025-04-22T09:21:10.056760Z,65.67699999999999 ms,83.50916666666667 ms,55.301 ms,157.478 ms,517.765 ms,542.2291666666666 ms,478.091 ms,719.3000000000001 ms,6
2025-04-22T09:21:15.523626Z,2025-04-22T09:21:15.086326Z,2025-04-22T09:21:15.585793Z,62.167 ms,80.46028571428572 ms,55.301 ms,157.478 ms,499.467 ms,536.1202857142857 ms,478.091 ms,719.3000000000001 ms,7
2025-04-22T09:21:21.018568Z,2025-04-22T09:21:20.614292Z,2025-04-22T09:21:21.071449Z,52.881 ms,77.012875 ms,52.881 ms,157.478 ms,457.157 ms,526.249875 ms,457.157 ms,719.3000000000001 ms,8
2025-04-22T09:21:26.514356Z,2025-04-22T09:21:26.102606Z,2025-04-22T09:21:26.579100Z,64.744 ms,75.64966666666668 ms,52.881 ms,157.478 ms,476.49399999999997 ms,520.7214444444444 ms,457.157 ms,719.3000000000001 ms,9
2025-04-22T09:21:32.027370Z,2025-04-22T09:21:31.610294Z,2025-04-22T09:21:32.090645Z,63.275 ms,74.4122 ms,52.881 ms,157.478 ms,480.351 ms,516.6844 ms,457.157 ms,719.3000000000001 ms,10
