observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-22T14:21:11.049128Z,2025-04-22T14:21:09.170229Z,2025-04-22T14:21:11.148053Z,98.925 ms,98.925 ms,98.925 ms,98.925 ms,1977.824 ms,1977.824 ms,1977.824 ms,1977.824 ms,1
2025-04-22T14:21:16.840884Z,2025-04-22T14:21:16.174283Z,2025-04-22T14:21:16.881585Z,40.701 ms,69.813 ms,40.701 ms,98.925 ms,707.302 ms,1342.5629999999999 ms,707.302 ms,1977.824 ms,2
2025-04-22T14:21:22.537584Z,2025-04-22T14:21:21.901724Z,2025-04-22T14:21:22.572733Z,35.149 ms,58.25833333333333 ms,35.149 ms,98.925 ms,671.009 ms,1118.7116666666668 ms,671.009 ms,1977.824 ms,3
2025-04-22T14:21:28.225386Z,2025-04-22T14:21:27.586303Z,2025-04-22T14:21:28.258189Z,32.803 ms,51.8945 ms,32.803 ms,98.925 ms,671.886 ms,1007.0052499999999 ms,671.009 ms,1977.824 ms,4
2025-04-22T14:21:33.943366Z,2025-04-22T14:21:33.274302Z,2025-04-22T14:21:33.974912Z,31.546 ms,47.8248 ms,31.546 ms,98.925 ms,700.6099999999999 ms,945.7262 ms,671.009 ms,1977.824 ms,5
2025-04-22T14:21:39.642164Z,2025-04-22T14:21:38.990286Z,2025-04-22T14:21:39.682765Z,40.601 ms,46.62083333333334 ms,31.546 ms,98.925 ms,692.4789999999999 ms,903.5183333333333 ms,671.009 ms,1977.824 ms,6
2025-04-22T14:21:45.347629Z,2025-04-22T14:21:44.698288Z,2025-04-22T14:21:45.377030Z,29.401 ms,44.16085714285715 ms,29.401 ms,98.925 ms,678.742 ms,871.4074285714285 ms,671.009 ms,1977.824 ms,7
2025-04-22T14:21:51.061180Z,2025-04-22T14:21:50.394326Z,2025-04-22T14:21:51.086546Z,25.366 ms,41.8115 ms,25.366 ms,98.925 ms,692.2199999999999 ms,849.0089999999999 ms,671.009 ms,1977.824 ms,8
2025-04-22T14:21:56.751737Z,2025-04-22T14:21:56.102293Z,2025-04-22T14:21:56.782961Z,31.223999999999997 ms,40.63511111111111 ms,25.366 ms,98.925 ms,680.668 ms,830.3044444444442 ms,671.009 ms,1977.824 ms,9
2025-04-22T14:22:02.456586Z,2025-04-22T14:22:01.798283Z,2025-04-22T14:22:02.488298Z,31.711999999999996 ms,39.7428 ms,25.366 ms,98.925 ms,690.0150000000001 ms,816.2755 ms,671.009 ms,1977.824 ms,10
2025-04-22T14:22:08.140400Z,2025-04-22T14:22:07.502293Z,2025-04-22T14:22:08.183294Z,42.894 ms,40.029272727272726 ms,25.366 ms,98.925 ms,681.001 ms,803.9778181818182 ms,671.009 ms,1977.824 ms,11
2025-04-22T14:22:13.868584Z,2025-04-22T14:22:13.199087Z,2025-04-22T14:22:13.901545Z,32.961 ms,39.440250000000006 ms,25.366 ms,98.925 ms,702.4580000000001 ms,795.5178333333332 ms,671.009 ms,1977.824 ms,12
2025-04-22T14:22:19.566378Z,2025-04-22T14:22:18.918303Z,2025-04-22T14:22:19.594425Z,28.047 ms,38.56384615384616 ms,25.366 ms,98.925 ms,676.122 ms,786.3335384615383 ms,671.009 ms,1977.824 ms,13
2025-04-22T14:22:25.189436Z,2025-04-22T14:22:24.610543Z,2025-04-22T14:22:25.214602Z,25.166 ms,37.60685714285715 ms,25.166 ms,98.925 ms,604.059 ms,773.3139285714284 ms,604.059 ms,1977.824 ms,14
2025-04-22T14:22:30.853204Z,2025-04-22T14:22:30.230297Z,2025-04-22T14:22:30.880619Z,27.415 ms,36.927400000000006 ms,25.166 ms,98.925 ms,650.322 ms,765.1144666666665 ms,604.059 ms,1977.824 ms,15
2025-04-22T14:22:36.523557Z,2025-04-22T14:22:35.895999Z,2025-04-22T14:22:36.553488Z,29.931 ms,36.490125000000006 ms,25.166 ms,98.925 ms,657.489 ms,758.3878749999998 ms,604.059 ms,1977.824 ms,16
2025-04-22T14:22:42.178035Z,2025-04-22T14:22:41.571120Z,2025-04-22T14:22:42.204581Z,26.546 ms,35.90517647058824 ms,25.166 ms,98.925 ms,633.461 ms,751.0392352941176 ms,604.059 ms,1977.824 ms,17
2025-04-22T14:22:47.849430Z,2025-04-22T14:22:47.220581Z,2025-04-22T14:22:47.883370Z,33.94 ms,35.796 ms,25.166 ms,98.925 ms,662.789 ms,746.1364444444442 ms,604.059 ms,1977.824 ms,18
