observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-18T19:02:08.969339Z,2025-04-18T19:02:08.261178Z,2025-04-18T19:02:09.065100Z,95.761 ms,95.761 ms,95.761 ms,95.761 ms,803.922 ms,803.922 ms,803.922 ms,803.922 ms,1
2025-04-18T19:02:14.792893Z,2025-04-18T19:02:14.089032Z,2025-04-18T19:02:14.853247Z,60.354 ms,78.0575 ms,60.354 ms,95.761 ms,764.215 ms,784.0685000000001 ms,764.215 ms,803.922 ms,2
2025-04-18T19:02:20.520528Z,2025-04-18T19:02:19.882311Z,2025-04-18T19:02:20.564808Z,44.28 ms,66.79833333333333 ms,44.28 ms,95.761 ms,682.4970000000001 ms,750.2113333333334 ms,682.4970000000001 ms,803.922 ms,3
2025-04-18T19:02:26.270479Z,2025-04-18T19:02:25.581616Z,2025-04-18T19:02:26.314878Z,44.399 ms,61.198499999999996 ms,44.28 ms,95.761 ms,733.262 ms,745.974 ms,682.4970000000001 ms,803.922 ms,4
2025-04-18T19:02:31.959331Z,2025-04-18T19:02:31.341181Z,2025-04-18T19:02:31.989240Z,29.909000000000002 ms,54.94059999999999 ms,29.909000000000002 ms,95.761 ms,648.0590000000001 ms,726.391 ms,648.0590000000001 ms,803.922 ms,5
2025-04-18T19:02:37.663450Z,2025-04-18T19:02:37.008984Z,2025-04-18T19:02:37.704467Z,41.016999999999996 ms,52.62 ms,29.909000000000002 ms,95.761 ms,695.483 ms,721.2396666666666 ms,648.0590000000001 ms,803.922 ms,6
2025-04-18T19:02:43.312517Z,2025-04-18T19:02:42.732982Z,2025-04-18T19:02:43.339443Z,26.926 ms,48.94942857142858 ms,26.926 ms,95.761 ms,606.461 ms,704.8427142857144 ms,606.461 ms,803.922 ms,7
2025-04-18T19:02:49.020875Z,2025-04-18T19:02:48.352937Z,2025-04-18T19:02:49.064051Z,43.176 ms,48.22775 ms,26.926 ms,95.761 ms,711.114 ms,705.6266250000001 ms,606.461 ms,803.922 ms,8
2025-04-18T19:02:54.696503Z,2025-04-18T19:02:54.082393Z,2025-04-18T19:02:54.722255Z,25.752 ms,45.730444444444444 ms,25.752 ms,95.761 ms,639.8620000000001 ms,698.3194444444445 ms,606.461 ms,803.922 ms,9
2025-04-18T19:03:00.415618Z,2025-04-18T19:02:59.739135Z,2025-04-18T19:03:00.450796Z,35.178000000000004 ms,44.6752 ms,25.752 ms,95.761 ms,711.661 ms,699.6536000000001 ms,606.461 ms,803.922 ms,10
2025-04-18T19:03:06.122900Z,2025-04-18T19:03:05.476118Z,2025-04-18T19:03:06.151111Z,28.211 ms,43.17845454545454 ms,25.752 ms,95.761 ms,674.9929999999999 ms,697.4117272727273 ms,606.461 ms,803.922 ms,11
2025-04-18T19:03:11.828313Z,2025-04-18T19:03:11.164912Z,2025-04-18T19:03:11.868866Z,40.553 ms,42.959666666666664 ms,25.752 ms,95.761 ms,703.954 ms,697.9569166666668 ms,606.461 ms,803.922 ms,12
2025-04-18T19:03:17.523840Z,2025-04-18T19:03:16.884917Z,2025-04-18T19:03:17.553276Z,29.436 ms,41.919384615384615 ms,25.752 ms,95.761 ms,668.359 ms,695.680153846154 ms,606.461 ms,803.922 ms,13
2025-04-18T19:03:23.242379Z,2025-04-18T19:03:22.568924Z,2025-04-18T19:03:23.270207Z,27.828 ms,40.91285714285714 ms,25.752 ms,95.761 ms,701.283 ms,696.0803571428572 ms,606.461 ms,803.922 ms,14
2025-04-18T19:03:28.907051Z,2025-04-18T19:03:28.284940Z,2025-04-18T19:03:28.932323Z,25.272 ms,39.87013333333333 ms,25.272 ms,95.761 ms,647.383 ms,692.8338666666668 ms,606.461 ms,803.922 ms,15
2025-04-18T19:03:34.588881Z,2025-04-18T19:03:33.947194Z,2025-04-18T19:03:34.617868Z,28.987 ms,39.18993749999999 ms,25.272 ms,95.761 ms,670.674 ms,691.448875 ms,606.461 ms,803.922 ms,16
2025-04-18T19:03:40.312100Z,2025-04-18T19:03:39.632988Z,2025-04-18T19:03:40.339043Z,26.943 ms,38.469529411764704 ms,25.272 ms,95.761 ms,706.055 ms,692.3080588235294 ms,606.461 ms,803.922 ms,17
2025-04-18T19:03:46.011135Z,2025-04-18T19:03:45.353022Z,2025-04-18T19:03:46.036910Z,25.775 ms,37.76427777777777 ms,25.272 ms,95.761 ms,683.888 ms,691.8402777777778 ms,606.461 ms,803.922 ms,18
2025-04-18T19:03:51.709340Z,2025-04-18T19:03:51.052920Z,2025-04-18T19:03:51.741270Z,31.93 ms,37.45721052631579 ms,25.272 ms,95.761 ms,688.35 ms,691.6565789473684 ms,606.461 ms,803.922 ms,19
2025-04-18T19:03:57.392470Z,2025-04-18T19:03:56.756895Z,2025-04-18T19:03:57.421358Z,28.888 ms,37.02875 ms,25.272 ms,95.761 ms,664.4630000000001 ms,690.2968999999999 ms,606.461 ms,803.922 ms,20
