observed_at,modified_at,evaluation_time,mean_evaluation_time,min_evaluation_time,max_evaluation_time,notifications_received
2025-04-26T09:30:05.177323Z,2025-04-26T09:30:05.209000Z,31.676999999999996 ms,31.676999999999996 ms,31.676999999999996 ms,31.676999999999996 ms,1
2025-04-26T09:30:14.493171Z,2025-04-26T09:30:14.510000Z,16.829 ms,24.252999999999997 ms,16.829 ms,31.676999999999996 ms,2
2025-04-26T09:30:14.619903Z,2025-04-26T09:30:14.642000Z,22.096999999999998 ms,23.534333333333333 ms,16.829 ms,31.676999999999996 ms,3
2025-04-26T09:30:14.747528Z,2025-04-26T09:30:14.762000Z,14.472000000000001 ms,21.26875 ms,14.472000000000001 ms,31.676999999999996 ms,4
2025-04-26T09:30:14.853943Z,2025-04-26T09:30:14.867000Z,13.056999999999999 ms,19.6264 ms,13.056999999999999 ms,31.676999999999996 ms,5
2025-04-26T09:30:14.945785Z,2025-04-26T09:30:14.960000Z,14.215 ms,18.724500000000003 ms,13.056999999999999 ms,31.676999999999996 ms,6
2025-04-26T09:30:15.034264Z,2025-04-26T09:30:15.059000Z,24.736 ms,19.583285714285715 ms,13.056999999999999 ms,31.676999999999996 ms,7
2025-04-26T09:30:15.117138Z,2025-04-26T09:30:15.153000Z,35.861999999999995 ms,21.618125000000003 ms,13.056999999999999 ms,35.861999999999995 ms,8
2025-04-26T09:30:15.206857Z,2025-04-26T09:30:15.224000Z,17.142999999999997 ms,21.120888888888892 ms,13.056999999999999 ms,35.861999999999995 ms,9
2025-04-26T09:30:15.313615Z,2025-04-26T09:30:15.327000Z,13.385 ms,20.3473 ms,13.056999999999999 ms,35.861999999999995 ms,10
2025-04-26T09:30:15.401433Z,2025-04-26T09:30:15.413000Z,11.566999999999998 ms,19.549090909090907 ms,11.566999999999998 ms,35.861999999999995 ms,11
2025-04-26T09:30:15.474234Z,2025-04-26T09:30:15.492000Z,17.766000000000002 ms,19.4005 ms,11.566999999999998 ms,35.861999999999995 ms,12
2025-04-26T09:30:15.547361Z,2025-04-26T09:30:15.588000Z,40.639 ms,21.03423076923077 ms,11.566999999999998 ms,40.639 ms,13
2025-04-26T09:30:15.616491Z,2025-04-26T09:30:15.639000Z,22.509 ms,21.13957142857143 ms,11.566999999999998 ms,40.639 ms,14
2025-04-26T09:30:15.688185Z,2025-04-26T09:30:15.708000Z,19.814999999999998 ms,21.051266666666667 ms,11.566999999999998 ms,40.639 ms,15
2025-04-26T09:30:15.785232Z,2025-04-26T09:30:15.804000Z,18.768 ms,20.9085625 ms,11.566999999999998 ms,40.639 ms,16
2025-04-26T09:30:15.864407Z,2025-04-26T09:30:15.878000Z,13.593 ms,20.47823529411765 ms,11.566999999999998 ms,40.639 ms,17
2025-04-26T09:30:15.932214Z,2025-04-26T09:30:15.956000Z,23.786 ms,20.662 ms,11.566999999999998 ms,40.639 ms,18
2025-04-26T09:30:16.003486Z,2025-04-26T09:30:16.015000Z,11.514 ms,20.180526315789475 ms,11.514 ms,40.639 ms,19
2025-04-26T09:30:16.082143Z,2025-04-26T09:30:16.095000Z,12.857000000000001 ms,19.81435 ms,11.514 ms,40.639 ms,20
2025-04-26T09:30:16.146927Z,2025-04-26T09:30:16.159000Z,12.073 ms,19.44571428571429 ms,11.514 ms,40.639 ms,21
2025-04-26T09:30:16.230162Z,2025-04-26T09:30:16.250000Z,19.838 ms,19.46354545454546 ms,11.514 ms,40.639 ms,22
2025-04-26T09:30:16.294933Z,2025-04-26T09:30:16.308000Z,13.067 ms,19.1854347826087 ms,11.514 ms,40.639 ms,23
2025-04-26T09:30:16.366249Z,2025-04-26T09:30:16.381000Z,14.751 ms,19.000666666666667 ms,11.514 ms,40.639 ms,24
2025-04-26T09:30:16.455381Z,2025-04-26T09:30:16.477000Z,21.619 ms,19.105400000000007 ms,11.514 ms,40.639 ms,25
2025-04-26T09:30:16.524151Z,2025-04-26T09:30:16.543000Z,18.849 ms,19.095538461538467 ms,11.514 ms,40.639 ms,26
2025-04-26T09:30:16.599568Z,2025-04-26T09:30:16.614000Z,14.432 ms,18.92281481481482 ms,11.514 ms,40.639 ms,27
2025-04-26T09:30:16.674392Z,2025-04-26T09:30:16.687000Z,12.607999999999999 ms,18.69728571428572 ms,11.514 ms,40.639 ms,28
2025-04-26T09:30:16.736146Z,2025-04-26T09:30:16.745000Z,8.854000000000001 ms,18.357862068965524 ms,8.854000000000001 ms,40.639 ms,29
2025-04-26T09:30:16.811459Z,2025-04-26T09:30:16.821000Z,9.540999999999999 ms,18.06396666666667 ms,8.854000000000001 ms,40.639 ms,30
2025-04-26T09:30:16.882168Z,2025-04-26T09:30:16.898000Z,15.831999999999999 ms,17.991967741935486 ms,8.854000000000001 ms,40.639 ms,31
2025-04-26T09:30:16.952461Z,2025-04-26T09:30:16.963000Z,10.539 ms,17.759062500000002 ms,8.854000000000001 ms,40.639 ms,32
2025-04-26T09:30:17.007534Z,2025-04-26T09:30:17.024000Z,16.466 ms,17.719878787878788 ms,8.854000000000001 ms,40.639 ms,33
2025-04-26T09:30:17.070508Z,2025-04-26T09:30:17.078000Z,7.492 ms,17.419058823529415 ms,7.492 ms,40.639 ms,34
2025-04-26T09:30:17.152464Z,2025-04-26T09:30:17.162000Z,9.536 ms,17.193828571428575 ms,7.492 ms,40.639 ms,35
2025-04-26T09:30:17.212352Z,2025-04-26T09:30:17.220000Z,7.648000000000001 ms,16.92866666666667 ms,7.492 ms,40.639 ms,36
2025-04-26T09:30:17.274944Z,2025-04-26T09:30:17.284000Z,9.056 ms,16.715891891891893 ms,7.492 ms,40.639 ms,37
2025-04-26T09:30:17.371039Z,2025-04-26T09:30:17.378000Z,6.961 ms,16.459184210526317 ms,6.961 ms,40.639 ms,38
2025-04-26T09:30:17.455696Z,2025-04-26T09:30:17.469000Z,13.304 ms,16.378282051282053 ms,6.961 ms,40.639 ms,39
2025-04-26T09:30:17.532986Z,2025-04-26T09:30:17.540000Z,7.014 ms,16.144175 ms,6.961 ms,40.639 ms,40
2025-04-26T09:30:17.619497Z,2025-04-26T09:30:17.635000Z,15.503 ms,16.128536585365854 ms,6.961 ms,40.639 ms,41
2025-04-26T09:30:17.691644Z,2025-04-26T09:30:17.707000Z,15.356 ms,16.110142857142858 ms,6.961 ms,40.639 ms,42
2025-04-26T09:30:17.780342Z,2025-04-26T09:30:17.810000Z,29.658 ms,16.42520930232558 ms,6.961 ms,40.639 ms,43
2025-04-26T09:30:17.902311Z,2025-04-26T09:30:17.925000Z,22.689 ms,16.56756818181818 ms,6.961 ms,40.639 ms,44
2025-04-26T09:30:17.939678Z,2025-04-26T09:30:17.955000Z,15.322000000000001 ms,16.53988888888889 ms,6.961 ms,40.639 ms,45
2025-04-26T09:30:18.006840Z,2025-04-26T09:30:18.021000Z,14.16 ms,16.48815217391304 ms,6.961 ms,40.639 ms,46
2025-04-26T09:30:18.068115Z,2025-04-26T09:30:18.074000Z,5.885 ms,16.262553191489356 ms,5.885 ms,40.639 ms,47
2025-04-26T09:30:18.127235Z,2025-04-26T09:30:18.133000Z,5.765000000000001 ms,16.043854166666666 ms,5.765000000000001 ms,40.639 ms,48
2025-04-26T09:30:18.178264Z,2025-04-26T09:30:18.189000Z,10.736 ms,15.935530612244897 ms,5.765000000000001 ms,40.639 ms,49
2025-04-26T09:30:18.236791Z,2025-04-26T09:30:18.244000Z,7.2090000000000005 ms,15.760999999999997 ms,5.765000000000001 ms,40.639 ms,50
2025-04-26T09:30:18.287681Z,2025-04-26T09:30:18.293000Z,5.319 ms,15.556254901960783 ms,5.319 ms,40.639 ms,51
2025-04-26T09:30:18.333076Z,2025-04-26T09:30:18.338000Z,4.924 ms,15.35178846153846 ms,4.924 ms,40.639 ms,52
2025-04-26T09:30:18.380359Z,2025-04-26T09:30:18.385000Z,4.641 ms,15.149698113207545 ms,4.641 ms,40.639 ms,53
2025-04-26T09:30:18.427212Z,2025-04-26T09:30:18.435000Z,7.787999999999999 ms,15.01337037037037 ms,4.641 ms,40.639 ms,54
2025-04-26T09:30:18.474399Z,2025-04-26T09:30:18.479000Z,4.601 ms,14.824054545454544 ms,4.601 ms,40.639 ms,55
2025-04-26T09:30:18.522559Z,2025-04-26T09:30:18.529000Z,6.441 ms,14.674357142857142 ms,4.601 ms,40.639 ms,56
2025-04-26T09:30:18.583256Z,2025-04-26T09:30:18.590000Z,6.744 ms,14.535228070175437 ms,4.601 ms,40.639 ms,57
2025-04-26T09:30:18.638328Z,2025-04-26T09:30:18.653000Z,14.671999999999999 ms,14.53758620689655 ms,4.601 ms,40.639 ms,58
2025-04-26T09:30:18.691944Z,2025-04-26T09:30:18.698000Z,6.056 ms,14.393830508474574 ms,4.601 ms,40.639 ms,59
2025-04-26T09:30:18.758622Z,2025-04-26T09:30:18.764000Z,5.378 ms,14.243566666666664 ms,4.601 ms,40.639 ms,60
2025-04-26T09:30:18.801884Z,2025-04-26T09:30:18.806000Z,4.116 ms,14.077540983606555 ms,4.116 ms,40.639 ms,61
2025-04-26T09:30:20.406498Z,2025-04-26T09:30:20.415000Z,8.501999999999999 ms,13.987612903225806 ms,4.116 ms,40.639 ms,62
2025-04-26T09:30:20.449605Z,2025-04-26T09:30:20.454000Z,4.395 ms,13.835349206349205 ms,4.116 ms,40.639 ms,63
2025-04-26T09:30:20.494547Z,2025-04-26T09:30:20.500000Z,5.453 ms,13.704374999999999 ms,4.116 ms,40.639 ms,64
2025-04-26T09:30:20.537789Z,2025-04-26T09:30:20.543000Z,5.211 ms,13.573707692307691 ms,4.116 ms,40.639 ms,65
2025-04-26T09:30:20.581854Z,2025-04-26T09:30:20.586000Z,4.146000000000001 ms,13.430863636363634 ms,4.116 ms,40.639 ms,66
2025-04-26T09:30:20.622865Z,2025-04-26T09:30:20.628000Z,5.135 ms,13.307044776119401 ms,4.116 ms,40.639 ms,67
2025-04-26T09:30:20.664591Z,2025-04-26T09:30:20.670000Z,5.409 ms,13.190897058823527 ms,4.116 ms,40.639 ms,68
2025-04-26T09:30:20.713119Z,2025-04-26T09:30:20.718000Z,4.881 ms,13.07046376811594 ms,4.116 ms,40.639 ms,69
2025-04-26T09:30:20.768565Z,2025-04-26T09:30:20.774000Z,5.435 ms,12.961385714285713 ms,4.116 ms,40.639 ms,70
2025-04-26T09:30:20.816668Z,2025-04-26T09:30:20.824000Z,7.332 ms,12.882098591549294 ms,4.116 ms,40.639 ms,71
2025-04-26T09:30:20.865993Z,2025-04-26T09:30:20.873000Z,7.007000000000001 ms,12.8005 ms,4.116 ms,40.639 ms,72
2025-04-26T09:30:20.915590Z,2025-04-26T09:30:20.921000Z,5.41 ms,12.699260273972602 ms,4.116 ms,40.639 ms,73
2025-04-26T09:30:20.962006Z,2025-04-26T09:30:20.968000Z,5.994 ms,12.608648648648648 ms,4.116 ms,40.639 ms,74
2025-04-26T09:30:21.006974Z,2025-04-26T09:30:21.013000Z,6.026 ms,12.52088 ms,4.116 ms,40.639 ms,75
2025-04-26T09:30:21.055818Z,2025-04-26T09:30:21.062000Z,6.182 ms,12.437473684210525 ms,4.116 ms,40.639 ms,76
2025-04-26T09:30:21.110928Z,2025-04-26T09:30:21.119000Z,8.072 ms,12.38077922077922 ms,4.116 ms,40.639 ms,77
2025-04-26T09:30:21.161847Z,2025-04-26T09:30:21.170000Z,8.153 ms,12.326576923076923 ms,4.116 ms,40.639 ms,78
2025-04-26T09:30:21.208006Z,2025-04-26T09:30:21.213000Z,4.994 ms,12.233759493670886 ms,4.116 ms,40.639 ms,79
2025-04-26T09:30:21.257662Z,2025-04-26T09:30:21.263000Z,5.338 ms,12.1475625 ms,4.116 ms,40.639 ms,80
2025-04-26T09:30:21.300080Z,2025-04-26T09:30:21.306000Z,5.92 ms,12.070679012345678 ms,4.116 ms,40.639 ms,81
2025-04-26T09:30:21.344113Z,2025-04-26T09:30:21.350000Z,5.887 ms,11.995268292682926 ms,4.116 ms,40.639 ms,82
2025-04-26T09:30:21.390092Z,2025-04-26T09:30:21.399000Z,8.908 ms,11.958072289156625 ms,4.116 ms,40.639 ms,83
2025-04-26T09:30:21.434349Z,2025-04-26T09:30:21.439000Z,4.651 ms,11.871083333333333 ms,4.116 ms,40.639 ms,84
2025-04-26T09:30:21.478876Z,2025-04-26T09:30:21.501000Z,22.124000000000002 ms,11.991705882352939 ms,4.116 ms,40.639 ms,85
2025-04-26T09:30:21.525033Z,2025-04-26T09:30:21.536000Z,10.966999999999999 ms,11.979790697674416 ms,4.116 ms,40.639 ms,86
2025-04-26T09:30:21.568882Z,2025-04-26T09:30:21.573000Z,4.118 ms,11.88942528735632 ms,4.116 ms,40.639 ms,87
2025-04-26T09:30:21.611373Z,2025-04-26T09:30:21.621000Z,9.627 ms,11.863715909090908 ms,4.116 ms,40.639 ms,88
2025-04-26T09:30:21.657475Z,2025-04-26T09:30:21.664000Z,6.525 ms,11.80373033707865 ms,4.116 ms,40.639 ms,89
2025-04-26T09:30:21.728384Z,2025-04-26T09:30:21.732000Z,3.6159999999999997 ms,11.712755555555555 ms,3.6159999999999997 ms,40.639 ms,90
2025-04-26T09:30:21.770280Z,2025-04-26T09:30:21.775000Z,4.720000000000001 ms,11.635912087912088 ms,3.6159999999999997 ms,40.639 ms,91
2025-04-26T09:30:21.814958Z,2025-04-26T09:30:21.821000Z,6.042 ms,11.575108695652174 ms,3.6159999999999997 ms,40.639 ms,92
2025-04-26T09:30:21.860783Z,2025-04-26T09:30:21.866000Z,5.2170000000000005 ms,11.506741935483872 ms,3.6159999999999997 ms,40.639 ms,93
2025-04-26T09:30:21.903520Z,2025-04-26T09:30:21.910000Z,6.4799999999999995 ms,11.45326595744681 ms,3.6159999999999997 ms,40.639 ms,94
2025-04-26T09:30:21.946858Z,2025-04-26T09:30:21.952000Z,5.1419999999999995 ms,11.386831578947369 ms,3.6159999999999997 ms,40.639 ms,95
2025-04-26T09:30:21.990467Z,2025-04-26T09:30:21.998000Z,7.5329999999999995 ms,11.346687500000002 ms,3.6159999999999997 ms,40.639 ms,96
2025-04-26T09:30:22.035272Z,2025-04-26T09:30:22.042000Z,6.728 ms,11.299072164948454 ms,3.6159999999999997 ms,40.639 ms,97
2025-04-26T09:30:22.076994Z,2025-04-26T09:30:22.082000Z,5.006 ms,11.234857142857145 ms,3.6159999999999997 ms,40.639 ms,98
2025-04-26T09:30:22.120901Z,2025-04-26T09:30:22.133000Z,12.099 ms,11.243585858585861 ms,3.6159999999999997 ms,40.639 ms,99
2025-04-26T09:30:22.174613Z,2025-04-26T09:30:22.179000Z,4.3870000000000005 ms,11.175020000000002 ms,3.6159999999999997 ms,40.639 ms,100
2025-04-26T09:30:22.215286Z,2025-04-26T09:30:22.219000Z,3.714 ms,11.101148514851488 ms,3.6159999999999997 ms,40.639 ms,101
2025-04-26T09:30:22.256800Z,2025-04-26T09:30:22.261000Z,4.2 ms,11.033490196078432 ms,3.6159999999999997 ms,40.639 ms,102
2025-04-26T09:30:22.299682Z,2025-04-26T09:30:22.305000Z,5.318 ms,10.978000000000002 ms,3.6159999999999997 ms,40.639 ms,103
2025-04-26T09:30:22.343816Z,2025-04-26T09:30:22.349000Z,5.184 ms,10.922288461538464 ms,3.6159999999999997 ms,40.639 ms,104
2025-04-26T09:30:22.388008Z,2025-04-26T09:30:22.395000Z,6.992 ms,10.884857142857145 ms,3.6159999999999997 ms,40.639 ms,105
2025-04-26T09:30:22.433484Z,2025-04-26T09:30:22.438000Z,4.516 ms,10.824773584905664 ms,3.6159999999999997 ms,40.639 ms,106
2025-04-26T09:30:25.419011Z,2025-04-26T09:30:25.423000Z,3.9890000000000003 ms,10.760887850467292 ms,3.6159999999999997 ms,40.639 ms,107
2025-04-26T09:30:25.457562Z,2025-04-26T09:30:25.462000Z,4.438 ms,10.702342592592595 ms,3.6159999999999997 ms,40.639 ms,108
2025-04-26T09:30:25.496464Z,2025-04-26T09:30:25.501000Z,4.5360000000000005 ms,10.645770642201837 ms,3.6159999999999997 ms,40.639 ms,109
2025-04-26T09:30:25.536265Z,2025-04-26T09:30:25.553000Z,16.735 ms,10.701127272727277 ms,3.6159999999999997 ms,40.639 ms,110
2025-04-26T09:30:25.599173Z,2025-04-26T09:30:25.604000Z,4.827 ms,10.648207207207209 ms,3.6159999999999997 ms,40.639 ms,111
2025-04-26T09:30:25.638096Z,2025-04-26T09:30:25.642000Z,3.904 ms,10.587991071428572 ms,3.6159999999999997 ms,40.639 ms,112
2025-04-26T09:30:25.678021Z,2025-04-26T09:30:25.694000Z,15.979000000000001 ms,10.635699115044249 ms,3.6159999999999997 ms,40.639 ms,113
2025-04-26T09:30:25.719811Z,2025-04-26T09:30:25.730000Z,10.189 ms,10.631780701754385 ms,3.6159999999999997 ms,40.639 ms,114
2025-04-26T09:30:25.760830Z,2025-04-26T09:30:25.765000Z,4.17 ms,10.575591304347826 ms,3.6159999999999997 ms,40.639 ms,115
2025-04-26T09:30:25.798024Z,2025-04-26T09:30:25.803000Z,4.976 ms,10.527318965517244 ms,3.6159999999999997 ms,40.639 ms,116
2025-04-26T09:30:25.837907Z,2025-04-26T09:30:25.842000Z,4.093 ms,10.472324786324787 ms,3.6159999999999997 ms,40.639 ms,117
2025-04-26T09:30:25.875177Z,2025-04-26T09:30:25.879000Z,3.823 ms,10.415974576271188 ms,3.6159999999999997 ms,40.639 ms,118
2025-04-26T09:30:25.914857Z,2025-04-26T09:30:25.919000Z,4.143 ms,10.363260504201682 ms,3.6159999999999997 ms,40.639 ms,119
2025-04-26T09:30:25.955262Z,2025-04-26T09:30:25.960000Z,4.738 ms,10.316383333333333 ms,3.6159999999999997 ms,40.639 ms,120
2025-04-26T09:30:26.016186Z,2025-04-26T09:30:26.021000Z,4.814 ms,10.270909090909091 ms,3.6159999999999997 ms,40.639 ms,121
2025-04-26T09:30:26.054649Z,2025-04-26T09:30:26.060000Z,5.351 ms,10.230581967213116 ms,3.6159999999999997 ms,40.639 ms,122
2025-04-26T09:30:26.094312Z,2025-04-26T09:30:26.098000Z,3.6879999999999997 ms,10.17739024390244 ms,3.6159999999999997 ms,40.639 ms,123
