observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-18T23:11:09.037236Z,2025-04-18T23:11:08.454200Z,2025-04-18T23:11:09.082268Z,45.032000000000004 ms,45.032000000000004 ms,45.032000000000004 ms,45.032000000000004 ms,628.068 ms,628.068 ms,628.068 ms,628.068 ms,1
2025-04-18T23:11:14.605900Z,2025-04-18T23:11:14.084980Z,2025-04-18T23:11:14.620574Z,14.674 ms,29.853 ms,14.674 ms,45.032000000000004 ms,535.594 ms,581.831 ms,535.594 ms,628.068 ms,2
2025-04-18T23:11:20.190180Z,2025-04-18T23:11:19.624930Z,2025-04-18T23:11:20.204259Z,14.078999999999999 ms,24.595000000000002 ms,14.078999999999999 ms,45.032000000000004 ms,579.329 ms,580.997 ms,535.594 ms,628.068 ms,3
2025-04-18T23:11:25.769724Z,2025-04-18T23:11:25.208914Z,2025-04-18T23:11:25.783263Z,13.539000000000001 ms,21.831 ms,13.539000000000001 ms,45.032000000000004 ms,574.349 ms,579.3349999999999 ms,535.594 ms,628.068 ms,4
2025-04-18T23:11:31.294421Z,2025-04-18T23:11:30.788941Z,2025-04-18T23:11:31.308257Z,13.835999999999999 ms,20.232 ms,13.539000000000001 ms,45.032000000000004 ms,519.316 ms,567.3312 ms,519.316 ms,628.068 ms,5
2025-04-18T23:11:36.878708Z,2025-04-18T23:11:36.314100Z,2025-04-18T23:11:36.892070Z,13.362 ms,19.087 ms,13.362 ms,45.032000000000004 ms,577.97 ms,569.1043333333333 ms,519.316 ms,628.068 ms,6
2025-04-18T23:11:42.414083Z,2025-04-18T23:11:41.896924Z,2025-04-18T23:11:42.427339Z,13.256 ms,18.253999999999998 ms,13.256 ms,45.032000000000004 ms,530.415 ms,563.5772857142857 ms,519.316 ms,628.068 ms,7
2025-04-18T23:11:47.984348Z,2025-04-18T23:11:47.432910Z,2025-04-18T23:11:47.997416Z,13.068 ms,17.60575 ms,13.068 ms,45.032000000000004 ms,564.506 ms,563.693375 ms,519.316 ms,628.068 ms,8
2025-04-18T23:11:53.509905Z,2025-04-18T23:11:53.000932Z,2025-04-18T23:11:53.522945Z,13.04 ms,17.098444444444443 ms,13.04 ms,45.032000000000004 ms,522.0129999999999 ms,559.0622222222222 ms,519.316 ms,628.068 ms,9
2025-04-18T23:11:59.051352Z,2025-04-18T23:11:58.524991Z,2025-04-18T23:11:59.064628Z,13.276 ms,16.7162 ms,13.04 ms,45.032000000000004 ms,539.6370000000001 ms,557.1197 ms,519.316 ms,628.068 ms,10
2025-04-18T23:12:04.626498Z,2025-04-18T23:12:04.070319Z,2025-04-18T23:12:04.639910Z,13.412 ms,16.415818181818185 ms,13.04 ms,45.032000000000004 ms,569.591 ms,558.2534545454545 ms,519.316 ms,628.068 ms,11
2025-04-18T23:12:10.208758Z,2025-04-18T23:12:09.645068Z,2025-04-18T23:12:10.221734Z,12.975999999999999 ms,16.129166666666666 ms,12.975999999999999 ms,45.032000000000004 ms,576.666 ms,559.7878333333334 ms,519.316 ms,628.068 ms,12
2025-04-18T23:12:15.789071Z,2025-04-18T23:12:15.227459Z,2025-04-18T23:12:15.802948Z,13.877 ms,15.955923076923076 ms,12.975999999999999 ms,45.032000000000004 ms,575.489 ms,560.9956153846153 ms,519.316 ms,628.068 ms,13
2025-04-18T23:12:21.371681Z,2025-04-18T23:12:20.808613Z,2025-04-18T23:12:21.384734Z,13.053 ms,15.748571428571427 ms,12.975999999999999 ms,45.032000000000004 ms,576.121 ms,562.076 ms,519.316 ms,628.068 ms,14
2025-04-18T23:12:26.959920Z,2025-04-18T23:12:26.390053Z,2025-04-18T23:12:26.972689Z,12.769 ms,15.549933333333334 ms,12.769 ms,45.032000000000004 ms,582.6360000000001 ms,563.4466666666667 ms,519.316 ms,628.068 ms,15
2025-04-18T23:12:32.540403Z,2025-04-18T23:12:31.976907Z,2025-04-18T23:12:32.553629Z,13.225999999999999 ms,15.4046875 ms,12.769 ms,45.032000000000004 ms,576.722 ms,564.276375 ms,519.316 ms,628.068 ms,16
2025-04-18T23:12:38.114026Z,2025-04-18T23:12:37.556907Z,2025-04-18T23:12:38.126749Z,12.723 ms,15.246941176470589 ms,12.723 ms,45.032000000000004 ms,569.842 ms,564.6037647058823 ms,519.316 ms,628.068 ms,17
2025-04-18T23:12:43.686860Z,2025-04-18T23:12:43.130349Z,2025-04-18T23:12:43.699606Z,12.746 ms,15.107999999999999 ms,12.723 ms,45.032000000000004 ms,569.2570000000001 ms,564.8622777777779 ms,519.316 ms,628.068 ms,18
2025-04-18T23:12:49.263220Z,2025-04-18T23:12:48.704906Z,2025-04-18T23:12:49.276289Z,13.069 ms,15.000684210526314 ms,12.723 ms,45.032000000000004 ms,571.3829999999999 ms,565.2054736842106 ms,519.316 ms,628.068 ms,19
2025-04-18T23:12:54.820429Z,2025-04-18T23:12:54.282041Z,2025-04-18T23:12:54.833119Z,12.69 ms,14.885149999999996 ms,12.69 ms,45.032000000000004 ms,551.078 ms,564.4991000000001 ms,519.316 ms,628.068 ms,20
2025-04-18T23:13:00.393782Z,2025-04-18T23:12:59.836924Z,2025-04-18T23:13:00.406320Z,12.538 ms,14.773380952380949 ms,12.538 ms,45.032000000000004 ms,569.396 ms,564.7322857142858 ms,519.316 ms,628.068 ms,21
2025-04-18T23:13:05.960962Z,2025-04-18T23:13:05.411265Z,2025-04-18T23:13:05.974991Z,14.029 ms,14.739545454545452 ms,12.538 ms,45.032000000000004 ms,563.726 ms,564.6865454545456 ms,519.316 ms,628.068 ms,22
2025-04-18T23:13:11.495791Z,2025-04-18T23:13:10.976934Z,2025-04-18T23:13:11.508599Z,12.808 ms,14.655565217391302 ms,12.538 ms,45.032000000000004 ms,531.6650000000001 ms,563.2508260869566 ms,519.316 ms,628.068 ms,23
2025-04-18T23:13:17.044800Z,2025-04-18T23:13:16.512911Z,2025-04-18T23:13:17.057579Z,12.779 ms,14.577374999999996 ms,12.538 ms,45.032000000000004 ms,544.668 ms,562.4765416666667 ms,519.316 ms,628.068 ms,24
2025-04-18T23:13:22.610294Z,2025-04-18T23:13:22.063261Z,2025-04-18T23:13:22.623009Z,12.715 ms,14.502879999999996 ms,12.538 ms,45.032000000000004 ms,559.748 ms,562.3674000000001 ms,519.316 ms,628.068 ms,25
2025-04-18T23:13:28.182307Z,2025-04-18T23:13:27.628050Z,2025-04-18T23:13:28.194809Z,12.501999999999999 ms,14.425923076923073 ms,12.501999999999999 ms,45.032000000000004 ms,566.759 ms,562.5363076923078 ms,519.316 ms,628.068 ms,26
2025-04-18T23:13:33.786050Z,2025-04-18T23:13:33.199584Z,2025-04-18T23:13:33.798894Z,12.844 ms,14.367333333333331 ms,12.501999999999999 ms,45.032000000000004 ms,599.3100000000001 ms,563.8982962962964 ms,519.316 ms,628.068 ms,27
2025-04-18T23:13:39.376157Z,2025-04-18T23:13:38.800920Z,2025-04-18T23:13:39.388240Z,12.083 ms,14.285749999999998 ms,12.083 ms,45.032000000000004 ms,587.3199999999999 ms,564.7347857142859 ms,519.316 ms,628.068 ms,28
2025-04-18T23:13:44.907035Z,2025-04-18T23:13:44.392938Z,2025-04-18T23:13:44.918876Z,11.841000000000001 ms,14.201448275862067 ms,11.841000000000001 ms,45.032000000000004 ms,525.938 ms,563.3969655172414 ms,519.316 ms,628.068 ms,29
2025-04-18T23:13:50.496275Z,2025-04-18T23:13:49.922795Z,2025-04-18T23:13:50.508727Z,12.452 ms,14.143133333333331 ms,11.841000000000001 ms,45.032000000000004 ms,585.932 ms,564.1481333333334 ms,519.316 ms,628.068 ms,30
2025-04-18T23:13:56.083970Z,2025-04-18T23:13:55.512919Z,2025-04-18T23:13:56.096570Z,12.6 ms,14.093354838709676 ms,11.841000000000001 ms,45.032000000000004 ms,583.6510000000001 ms,564.7772580645162 ms,519.316 ms,628.068 ms,31
