observed_at,iteration_started_at,iteration_finished_at,processing_time_since_observed_at,mean_processing_time_since_observed_at,min_processing_time_since_observed_at,max_processing_time_since_observed_at,query_execution_time,mean_execution_time,min_execution_time,max_execution_time,notifications_received
2025-04-21T20:16:04.538088Z,2025-04-21T20:16:03.924776Z,2025-04-21T20:16:04.584082Z,45.994 ms,45.994 ms,45.994 ms,45.994 ms,659.3059999999999 ms,659.3059999999999 ms,659.3059999999999 ms,659.3059999999999 ms,1
2025-04-21T20:16:10.177246Z,2025-04-21T20:16:09.588171Z,2025-04-21T20:16:10.193090Z,15.844000000000001 ms,30.919 ms,15.844000000000001 ms,45.994 ms,604.919 ms,632.1125 ms,604.919 ms,659.3059999999999 ms,2
2025-04-21T20:16:15.759501Z,2025-04-21T20:16:15.198287Z,2025-04-21T20:16:15.773910Z,14.409 ms,25.41566666666667 ms,14.409 ms,45.994 ms,575.623 ms,613.2826666666666 ms,575.623 ms,659.3059999999999 ms,3
2025-04-21T20:16:21.286003Z,2025-04-21T20:16:20.778294Z,2025-04-21T20:16:21.300290Z,14.286999999999999 ms,22.6335 ms,14.286999999999999 ms,45.994 ms,521.996 ms,590.461 ms,521.996 ms,659.3059999999999 ms,4
2025-04-21T20:16:26.862172Z,2025-04-21T20:16:26.302313Z,2025-04-21T20:16:26.876057Z,13.885 ms,20.8838 ms,13.885 ms,45.994 ms,573.744 ms,587.1176 ms,521.996 ms,659.3059999999999 ms,5
2025-04-21T20:16:32.490948Z,2025-04-21T20:16:31.878300Z,2025-04-21T20:16:32.504903Z,13.955 ms,19.729 ms,13.885 ms,45.994 ms,626.6030000000001 ms,593.6985 ms,521.996 ms,659.3059999999999 ms,6
2025-04-21T20:16:38.098137Z,2025-04-21T20:16:37.510303Z,2025-04-21T20:16:38.111866Z,13.729 ms,18.87185714285714 ms,13.729 ms,45.994 ms,601.563 ms,594.822 ms,521.996 ms,659.3059999999999 ms,7
2025-04-21T20:16:43.666493Z,2025-04-21T20:16:43.116675Z,2025-04-21T20:16:43.680076Z,13.583 ms,18.21075 ms,13.583 ms,45.994 ms,563.4010000000001 ms,590.894375 ms,521.996 ms,659.3059999999999 ms,8
2025-04-21T20:16:49.247526Z,2025-04-21T20:16:48.684664Z,2025-04-21T20:16:49.261642Z,14.116 ms,17.755777777777777 ms,13.583 ms,45.994 ms,576.978 ms,589.3481111111112 ms,521.996 ms,659.3059999999999 ms,9
2025-04-21T20:16:54.816031Z,2025-04-21T20:16:54.266314Z,2025-04-21T20:16:54.829757Z,13.726 ms,17.3528 ms,13.583 ms,45.994 ms,563.443 ms,586.7576000000001 ms,521.996 ms,659.3059999999999 ms,10
2025-04-21T20:17:00.393087Z,2025-04-21T20:16:59.834293Z,2025-04-21T20:17:00.406606Z,13.519 ms,17.004272727272724 ms,13.519 ms,45.994 ms,572.313 ms,585.4444545454546 ms,521.996 ms,659.3059999999999 ms,11
2025-04-21T20:17:05.983540Z,2025-04-21T20:17:05.412429Z,2025-04-21T20:17:05.996520Z,12.98 ms,16.668916666666664 ms,12.98 ms,45.994 ms,584.091 ms,585.3316666666667 ms,521.996 ms,659.3059999999999 ms,12
2025-04-21T20:17:11.589239Z,2025-04-21T20:17:10.998364Z,2025-04-21T20:17:11.602815Z,13.575999999999999 ms,16.430999999999997 ms,12.98 ms,45.994 ms,604.4509999999999 ms,586.8023846153847 ms,521.996 ms,659.3059999999999 ms,13
2025-04-21T20:17:17.171610Z,2025-04-21T20:17:16.606284Z,2025-04-21T20:17:17.184591Z,12.981 ms,16.184571428571427 ms,12.98 ms,45.994 ms,578.307 ms,586.1955714285715 ms,521.996 ms,659.3059999999999 ms,14
2025-04-21T20:17:22.760728Z,2025-04-21T20:17:22.190286Z,2025-04-21T20:17:22.774208Z,13.48 ms,16.004266666666666 ms,12.98 ms,45.994 ms,583.922 ms,586.044 ms,521.996 ms,659.3059999999999 ms,15
2025-04-21T20:17:28.289045Z,2025-04-21T20:17:27.778579Z,2025-04-21T20:17:28.302228Z,13.183 ms,15.8279375 ms,12.98 ms,45.994 ms,523.649 ms,582.1443125000001 ms,521.996 ms,659.3059999999999 ms,16
2025-04-21T20:17:33.883701Z,2025-04-21T20:17:33.306290Z,2025-04-21T20:17:33.896890Z,13.189 ms,15.672705882352943 ms,12.98 ms,45.994 ms,590.6 ms,582.6417058823531 ms,521.996 ms,659.3059999999999 ms,17
2025-04-21T20:17:39.486832Z,2025-04-21T20:17:38.902307Z,2025-04-21T20:17:39.499844Z,13.011999999999999 ms,15.52488888888889 ms,12.98 ms,45.994 ms,597.537 ms,583.4692222222225 ms,521.996 ms,659.3059999999999 ms,18
2025-04-21T20:17:45.117598Z,2025-04-21T20:17:44.502291Z,2025-04-21T20:17:45.130505Z,12.907 ms,15.387105263157896 ms,12.907 ms,45.994 ms,628.214 ms,585.8242105263159 ms,521.996 ms,659.3059999999999 ms,19
2025-04-21T20:17:50.678291Z,2025-04-21T20:17:50.134288Z,2025-04-21T20:17:50.691875Z,13.584000000000001 ms,15.29695 ms,12.907 ms,45.994 ms,557.5870000000001 ms,584.4123500000002 ms,521.996 ms,659.3059999999999 ms,20
2025-04-21T20:17:56.329308Z,2025-04-21T20:17:55.697765Z,2025-04-21T20:17:56.341679Z,12.371 ms,15.15761904761905 ms,12.371 ms,45.994 ms,643.914 ms,587.245761904762 ms,521.996 ms,659.3059999999999 ms,21
2025-04-21T20:18:01.978026Z,2025-04-21T20:18:01.346646Z,2025-04-21T20:18:01.991334Z,13.308 ms,15.073545454545457 ms,12.371 ms,45.994 ms,644.688 ms,589.8567727272729 ms,521.996 ms,659.3059999999999 ms,22
2025-04-21T20:18:07.550092Z,2025-04-21T20:18:06.994291Z,2025-04-21T20:18:07.564493Z,14.401 ms,15.044304347826086 ms,12.371 ms,45.994 ms,570.202 ms,589.0022173913045 ms,521.996 ms,659.3059999999999 ms,23
2025-04-21T20:18:13.080163Z,2025-04-21T20:18:12.566289Z,2025-04-21T20:18:13.092865Z,12.702 ms,14.946708333333335 ms,12.371 ms,45.994 ms,526.576 ms,586.4011250000002 ms,521.996 ms,659.3059999999999 ms,24
2025-04-21T20:18:18.663389Z,2025-04-21T20:18:18.098656Z,2025-04-21T20:18:18.676490Z,13.100999999999999 ms,14.87288 ms,12.371 ms,45.994 ms,577.834 ms,586.05844 ms,521.996 ms,659.3059999999999 ms,25
2025-04-21T20:18:24.264411Z,2025-04-21T20:18:23.682307Z,2025-04-21T20:18:24.277712Z,13.301 ms,14.812423076923077 ms,12.371 ms,45.994 ms,595.405 ms,586.4179230769232 ms,521.996 ms,659.3059999999999 ms,26
2025-04-21T20:18:29.836025Z,2025-04-21T20:18:29.282281Z,2025-04-21T20:18:29.848895Z,12.87 ms,14.740481481481481 ms,12.371 ms,45.994 ms,566.6139999999999 ms,585.6844444444446 ms,521.996 ms,659.3059999999999 ms,27
2025-04-21T20:18:35.416428Z,2025-04-21T20:18:34.854296Z,2025-04-21T20:18:35.430174Z,13.745999999999999 ms,14.704964285714285 ms,12.371 ms,45.994 ms,575.878 ms,585.3342142857143 ms,521.996 ms,659.3059999999999 ms,28
2025-04-21T20:18:41.006375Z,2025-04-21T20:18:40.434975Z,2025-04-21T20:18:41.019358Z,12.983 ms,14.645586206896551 ms,12.371 ms,45.994 ms,584.383 ms,585.3014137931034 ms,521.996 ms,659.3059999999999 ms,29
2025-04-21T20:18:46.575375Z,2025-04-21T20:18:46.022303Z,2025-04-21T20:18:46.587322Z,11.947 ms,14.555633333333333 ms,11.947 ms,45.994 ms,565.019 ms,584.6253333333333 ms,521.996 ms,659.3059999999999 ms,30
2025-04-21T20:18:52.129183Z,2025-04-21T20:18:51.590326Z,2025-04-21T20:18:52.141881Z,12.697999999999999 ms,14.495709677419354 ms,11.947 ms,45.994 ms,551.5550000000001 ms,583.5585483870967 ms,521.996 ms,659.3059999999999 ms,31
2025-04-21T20:18:57.721507Z,2025-04-21T20:18:57.146867Z,2025-04-21T20:18:57.734442Z,12.935 ms,14.446937499999997 ms,11.947 ms,45.994 ms,587.5749999999999 ms,583.6840625000001 ms,521.996 ms,659.3059999999999 ms,32
2025-04-21T20:19:03.356066Z,2025-04-21T20:19:02.738381Z,2025-04-21T20:19:03.368385Z,12.319 ms,14.382454545454543 ms,11.947 ms,45.994 ms,630.004 ms,585.0876969696969 ms,521.996 ms,659.3059999999999 ms,33
2025-04-21T20:19:08.935313Z,2025-04-21T20:19:08.370295Z,2025-04-21T20:19:08.947649Z,12.336 ms,14.322264705882352 ms,11.947 ms,45.994 ms,577.354 ms,584.8602352941177 ms,521.996 ms,659.3059999999999 ms,34
2025-04-21T20:19:14.514187Z,2025-04-21T20:19:13.950702Z,2025-04-21T20:19:14.526501Z,12.314 ms,14.264885714285713 ms,11.947 ms,45.994 ms,575.799 ms,584.6013428571429 ms,521.996 ms,659.3059999999999 ms,35
2025-04-21T20:19:20.084365Z,2025-04-21T20:19:19.530293Z,2025-04-21T20:19:20.097380Z,13.015 ms,14.230166666666667 ms,11.947 ms,45.994 ms,567.087 ms,584.1148333333333 ms,521.996 ms,659.3059999999999 ms,36
2025-04-21T20:19:25.664234Z,2025-04-21T20:19:25.102290Z,2025-04-21T20:19:25.676560Z,12.326 ms,14.1787027027027 ms,11.947 ms,45.994 ms,574.27 ms,583.8487567567568 ms,521.996 ms,659.3059999999999 ms,37
2025-04-21T20:19:31.225560Z,2025-04-21T20:19:30.682303Z,2025-04-21T20:19:31.237220Z,11.66 ms,14.112421052631579 ms,11.66 ms,45.994 ms,554.917 ms,583.0873947368422 ms,521.996 ms,659.3059999999999 ms,38
2025-04-21T20:19:36.789158Z,2025-04-21T20:19:36.242304Z,2025-04-21T20:19:36.801926Z,12.768 ms,14.077948717948718 ms,11.66 ms,45.994 ms,559.622 ms,582.4857179487179 ms,521.996 ms,659.3059999999999 ms,39
2025-04-21T20:19:42.371203Z,2025-04-21T20:19:41.806291Z,2025-04-21T20:19:42.383603Z,12.4 ms,14.035999999999998 ms,11.66 ms,45.994 ms,577.312 ms,582.3563750000001 ms,521.996 ms,659.3059999999999 ms,40
2025-04-21T20:19:47.992075Z,2025-04-21T20:19:47.388666Z,2025-04-21T20:19:48.005746Z,13.671000000000001 ms,14.027097560975609 ms,11.66 ms,45.994 ms,617.0799999999999 ms,583.2032926829268 ms,521.996 ms,659.3059999999999 ms,41
2025-04-21T20:19:53.571334Z,2025-04-21T20:19:53.010296Z,2025-04-21T20:19:53.584062Z,12.728 ms,13.996166666666664 ms,11.66 ms,45.994 ms,573.766 ms,582.9785952380953 ms,521.996 ms,659.3059999999999 ms,42
2025-04-21T20:19:59.153787Z,2025-04-21T20:19:58.586331Z,2025-04-21T20:19:59.166498Z,12.711 ms,13.96627906976744 ms,11.66 ms,45.994 ms,580.167 ms,582.9132093023256 ms,521.996 ms,659.3059999999999 ms,43
